node_id,node_type,degree,call_count,transaction_count
ACC_0931,account,8,0,6
ACC_0932,account,2,0,2
ACC_0933,account,8,0,8
ACC_0934,account,14,0,12
ACC_0935,account,11,0,11
ACC_0936,account,5,0,3
ACC_0937,account,7,0,7
ACC_0938,account,6,0,5
ACC_0939,account,9,0,9
ACC_0940,account,8,0,3
ACC_0941,account,8,0,8
ACC_0942,account,11,0,8
ACC_0943,account,7,0,6
ACC_0944,account,5,0,5
ACC_0945,account,9,0,8
ACC_0946,account,10,0,7
ACC_0947,account,4,0,4
ACC_0948,account,2,0,2
ACC_0949,account,13,0,12
ACC_0950,account,8,0,6
ACC_0951,account,8,0,8
ACC_0952,account,7,0,6
ACC_0953,account,5,0,4
ACC_0954,account,9,0,7
ACC_0955,account,10,0,9
ACC_0956,account,4,0,3
ACC_0957,account,6,0,6
ACC_0958,account,6,0,6
ACC_0959,account,8,0,8
ACC_0960,account,7,0,5
ACC_0961,account,4,0,4
ACC_0962,account,9,0,7
ACC_0963,account,6,0,6
ACC_0964,account,4,0,3
ACC_0965,account,9,0,7
ACC_0966,account,11,0,7
ACC_0967,account,10,0,9
ACC_0968,account,9,0,8
ACC_0969,account,7,0,5
ACC_0970,account,6,0,6
ACC_0971,account,10,0,9
ACC_0972,account,10,0,9
ACC_0973,account,6,0,5
ACC_0974,account,5,0,5
ACC_0975,account,10,0,9
ACC_0976,account,6,0,3
ACC_0977,account,11,0,9
ACC_0978,account,9,0,7
ACC_0979,account,6,0,6
ACC_0980,account,8,0,7
ACC_0981,account,10,0,7
ACC_0982,account,5,0,4
ACC_0983,account,8,0,3
ACC_0984,account,10,0,7
ACC_0985,account,10,0,10
ACC_0986,account,10,0,10
ACC_0987,account,3,0,3
ACC_0988,account,7,0,5
ACC_0989,account,6,0,5
ACC_0990,account,6,0,6
ACC_0991,account,11,0,9
ACC_0992,account,5,0,4
ACC_0993,account,5,0,5
ACC_0994,account,6,0,5
ACC_0995,account,6,0,6
ACC_0996,account,12,0,8
ACC_0997,account,10,0,8
ACC_0998,account,8,0,7
ACC_0999,account,6,0,5
ACC_1000,account,9,0,7
ACC_1001,account,7,0,6
ACC_1002,account,6,0,5
ACC_1003,account,9,0,5
ACC_1004,account,6,0,6
ACC_1005,account,8,0,7
ACC_1006,account,8,0,7
ACC_1007,account,8,0,8
ACC_1008,account,4,0,4
ACC_1009,account,15,0,13
ACC_1010,account,15,0,13
ACC_1011,account,8,0,6
ACC_1012,account,11,0,8
ACC_1013,account,7,0,5
ACC_1014,account,4,0,3
ACC_1015,account,11,0,10
ACC_1016,account,11,0,8
ACC_1017,account,7,0,5
ACC_1018,account,9,0,9
ACC_1019,account,6,0,5
ACC_1020,account,7,0,6
ACC_1021,account,6,0,5
ACC_1022,account,8,0,7
ACC_1023,account,10,0,10
ACC_1024,account,6,0,6
ACC_1025,account,11,0,9
ACC_1026,account,8,0,8
ACC_1027,account,8,0,7
ACC_1028,account,5,0,5
ACC_1029,account,8,0,5
ACC_1030,account,6,0,5
ACC_1031,account,10,0,10
ACC_1032,account,8,0,8
ACC_1033,account,8,0,8
ACC_1034,account,6,0,6
ACC_1035,account,5,0,5
ACC_1036,account,7,0,5
ACC_1037,account,9,0,7
ACC_1038,account,10,0,8
ACC_1039,account,16,0,15
ACC_1040,account,11,0,10
ACC_1041,account,4,0,4
ACC_1042,account,3,0,2
ACC_1043,account,6,0,4
ACC_1044,account,6,0,4
ACC_1045,account,8,0,6
ACC_1046,account,11,0,10
ACC_1047,account,12,0,9
ACC_1048,account,9,0,9
ACC_1049,account,11,0,9
ACC_1050,account,9,0,7
ACC_1051,account,4,0,4
ACC_1052,account,6,0,6
ACC_1053,account,11,0,7
ACC_1054,account,11,0,8
ACC_1055,account,6,0,5
ACC_1056,account,5,0,5
ACC_1057,account,6,0,6
ACC_1058,account,5,0,3
ACC_1059,account,12,0,9
ACC_1060,account,8,0,6
ACC_1061,account,7,0,5
ACC_1062,account,8,0,8
ACC_1063,account,4,0,3
ACC_1064,account,4,0,4
ACC_1065,account,10,0,7
ACC_1066,account,6,0,6
ACC_1067,account,18,0,16
ACC_1068,account,11,0,9
ACC_1069,account,4,0,4
ACC_1070,account,6,0,6
ACC_1071,account,7,0,6
ACC_1072,account,8,0,7
ACC_1073,account,9,0,6
ACC_1074,account,6,0,4
ACC_1075,account,9,0,9
ACC_1076,account,12,0,10
ACC_1077,account,7,0,5
ACC_1078,account,11,0,8
ACC_1079,account,10,0,8
ACC_1080,account,9,0,8
ACC_1081,account,5,0,5
ACC_1082,account,7,0,7
ACC_1083,account,4,0,3
ACC_1084,account,6,0,6
ACC_1085,account,6,0,5
ACC_1086,account,7,0,7
ACC_1087,account,6,0,6
ACC_1088,account,12,0,10
ACC_1089,account,6,0,4
ACC_1090,account,7,0,4
ACC_1091,account,7,0,7
ACC_1092,account,12,0,11
ACC_1093,account,8,0,7
ACC_1094,account,11,0,8
ACC_1095,account,5,0,4
ACC_1096,account,6,0,5
ACC_1097,account,12,0,11
ACC_1098,account,6,0,5
ACC_1099,account,8,0,7
ACC_1100,account,3,0,3
ACC_1101,account,14,0,11
ACC_1102,account,3,0,3
ACC_1103,account,5,0,5
ACC_1104,account,13,0,10
ACC_1105,account,9,0,8
ACC_1106,account,11,0,10
ACC_1107,account,7,0,7
ACC_1108,account,13,0,12
ACC_1109,account,9,0,7
ACC_1110,account,12,0,10
ACC_1111,account,10,0,9
ACC_1112,account,3,0,3
ACC_1113,account,4,0,4
ACC_1114,account,8,0,7
ACC_1115,account,8,0,8
ACC_1116,account,15,0,11
ACC_1117,account,4,0,4
ACC_1118,account,2,0,2
ACC_1119,account,9,0,7
ACC_1120,account,8,0,8
ACC_1121,account,5,0,4
ACC_1122,account,8,0,4
ACC_1123,account,8,0,7
ACC_1124,account,12,0,11
ACC_1125,account,8,0,5
ACC_1126,account,10,0,8
ACC_1127,account,8,0,8
ACC_1128,account,7,0,6
ACC_1129,account,7,0,7
ACC_1130,account,9,0,8
ACC_1131,account,9,0,8
ACC_1132,account,4,0,4
ACC_1133,account,4,0,4
ACC_1134,account,7,0,6
ACC_1135,account,8,0,6
ACC_1136,account,4,0,3
ACC_1137,account,7,0,6
ACC_1138,account,9,0,7
ACC_1139,account,7,0,7
ACC_1140,account,17,0,14
ACC_1141,account,4,0,4
ACC_1142,account,10,0,10
ACC_1143,account,9,0,8
ACC_1144,account,8,0,7
ACC_1145,account,6,0,5
ACC_1146,account,11,0,8
ACC_1147,account,3,0,3
ACC_1148,account,11,0,9
ACC_1149,account,15,0,15
ACC_1150,account,10,0,9
ACC_1151,account,4,0,4
ACC_1152,account,6,0,4
ACC_1153,account,6,0,5
ACC_1154,account,15,0,13
ACC_1155,account,10,0,9
ACC_1156,account,2,0,2
ACC_1157,account,4,0,3
ACC_1158,account,6,0,5
ACC_1159,account,6,0,5
ACC_1160,account,4,0,4
ACC_1161,account,6,0,5
ACC_1162,account,7,0,6
ACC_1163,account,12,0,10
ACC_1164,account,3,0,3
ACC_1165,account,6,0,5
ACC_1166,account,7,0,6
ACC_1167,account,3,0,2
ACC_1168,account,5,0,4
ACC_1169,account,7,0,6
ACC_1170,account,6,0,5
ACC_1171,account,10,0,10
ACC_1172,account,4,0,4
ACC_1173,account,11,0,10
ACC_1174,account,7,0,6
ACC_1175,account,13,0,13
ACC_1176,account,8,0,8
ACC_1177,account,9,0,7
ACC_1178,account,10,0,9
ACC_1179,account,10,0,9
ACC_1180,account,5,0,4
ACC_1181,account,8,0,5
ACC_1182,account,8,0,8
ACC_1183,account,9,0,7
ACC_1184,account,8,0,8
ACC_1185,account,14,0,10
ACC_1186,account,5,0,5
ACC_1187,account,7,0,6
ACC_1188,account,5,0,4
ACC_1189,account,7,0,7
ACC_1190,account,7,0,6
ACC_1191,account,6,0,6
ACC_1192,account,10,0,10
ACC_1193,account,5,0,5
ACC_1194,account,6,0,6
ACC_1195,account,12,0,11
ACC_1196,account,6,0,5
ACC_1197,account,4,0,4
ACC_1198,account,11,0,10
ACC_1199,account,14,0,13
ACC_1200,account,8,0,8
CASE_0001,case,2,0,0
CASE_0002,case,3,0,0
CASE_0003,case,2,0,0
CASE_0004,case,3,0,0
CASE_0005,case,3,0,0
CASE_0006,case,2,0,0
CASE_0007,case,3,0,0
CASE_0008,case,6,0,0
CASE_0009,case,5,0,0
CASE_0010,case,2,0,0
CASE_0011,case,4,0,0
CASE_0012,case,5,0,0
CASE_0013,case,6,0,0
CASE_0014,case,4,0,0
CASE_0015,case,4,0,0
CASE_0016,case,5,0,0
CASE_0017,case,6,0,0
CASE_0018,case,6,0,0
CASE_0019,case,3,0,0
CASE_0020,case,4,0,0
CASE_0021,case,6,0,0
CASE_0022,case,4,0,0
CASE_0023,case,3,0,0
CASE_0024,case,3,0,0
CASE_0025,case,3,0,0
CASE_0026,case,6,0,0
CASE_0027,case,5,0,0
CASE_0028,case,6,0,0
CASE_0029,case,3,0,0
CASE_0030,case,5,0,0
CASE_0031,case,4,0,0
CASE_0032,case,2,0,0
CASE_0033,case,5,0,0
CASE_0034,case,6,0,0
CASE_0035,case,4,0,0
CASE_0036,case,4,0,0
CASE_0037,case,5,0,0
CASE_0038,case,5,0,0
CASE_0039,case,3,0,0
CASE_0040,case,6,0,0
CASE_0041,case,6,0,0
CASE_0042,case,5,0,0
CASE_0043,case,4,0,0
CASE_0044,case,5,0,0
CASE_0045,case,6,0,0
CASE_0046,case,2,0,0
CASE_0047,case,6,0,0
CASE_0048,case,3,0,0
CASE_0049,case,5,0,0
CASE_0050,case,2,0,0
CASE_0051,case,4,0,0
CASE_0052,case,2,0,0
CASE_0053,case,2,0,0
CASE_0054,case,3,0,0
CASE_0055,case,6,0,0
CASE_0056,case,4,0,0
CASE_0057,case,3,0,0
CASE_0058,case,6,0,0
CASE_0059,case,5,0,0
CASE_0060,case,2,0,0
CASE_0061,case,5,0,0
CASE_0062,case,6,0,0
CASE_0063,case,6,0,0
CASE_0064,case,2,0,0
CASE_0065,case,6,0,0
CASE_0066,case,3,0,0
CASE_0067,case,4,0,0
CASE_0068,case,5,0,0
CASE_0069,case,3,0,0
CASE_0070,case,4,0,0
CASE_0071,case,4,0,0
CASE_0072,case,2,0,0
CASE_0073,case,3,0,0
CASE_0074,case,2,0,0
CASE_0075,case,6,0,0
CASE_0076,case,2,0,0
CASE_0077,case,2,0,0
CASE_0078,case,5,0,0
CASE_0079,case,3,0,0
CASE_0080,case,5,0,0
CASE_0081,case,6,0,0
CASE_0082,case,3,0,0
CASE_0083,case,5,0,0
CASE_0084,case,4,0,0
CASE_0085,case,5,0,0
CASE_0086,case,3,0,0
CASE_0087,case,3,0,0
CASE_0088,case,4,0,0
CASE_0089,case,4,0,0
CASE_0090,case,2,0,0
CASE_0091,case,6,0,0
CASE_0092,case,4,0,0
CASE_0093,case,3,0,0
CASE_0094,case,3,0,0
CASE_0095,case,4,0,0
CASE_0096,case,2,0,0
CASE_0097,case,6,0,0
CASE_0098,case,6,0,0
CASE_0099,case,2,0,0
CASE_0100,case,2,0,0
CASE_0101,case,3,0,0
CASE_0102,case,5,0,0
CASE_0103,case,4,0,0
CASE_0104,case,2,0,0
CASE_0105,case,6,0,0
CASE_0106,case,3,0,0
CASE_0107,case,6,0,0
CASE_0108,case,4,0,0
CASE_0109,case,5,0,0
CASE_0110,case,3,0,0
CASE_0111,case,6,0,0
CASE_0112,case,6,0,0
CASE_0113,case,2,0,0
CASE_0114,case,3,0,0
CASE_0115,case,3,0,0
CASE_0116,case,5,0,0
CASE_0117,case,5,0,0
CASE_0118,case,6,0,0
CASE_0119,case,5,0,0
CASE_0120,case,4,0,0
CASE_0121,case,6,0,0
CASE_0122,case,4,0,0
CASE_0123,case,2,0,0
CASE_0124,case,2,0,0
CASE_0125,case,3,0,0
CASE_0126,case,4,0,0
CASE_0127,case,2,0,0
CASE_0128,case,5,0,0
CASE_0129,case,6,0,0
CASE_0130,case,3,0,0
CASE_0131,case,3,0,0
CASE_0132,case,3,0,0
CASE_0133,case,2,0,0
CASE_0134,case,4,0,0
CASE_0135,case,2,0,0
CASE_0136,case,2,0,0
CASE_0137,case,3,0,0
CASE_0138,case,2,0,0
CASE_0139,case,6,0,0
CASE_0140,case,2,0,0
CASE_0141,case,5,0,0
CASE_0142,case,4,0,0
CASE_0143,case,4,0,0
CASE_0144,case,2,0,0
CASE_0145,case,3,0,0
CASE_0146,case,2,0,0
CASE_0147,case,6,0,0
CASE_0148,case,2,0,0
CASE_0149,case,4,0,0
CASE_0150,case,5,0,0
CASE_0151,case,2,0,0
CASE_0152,case,3,0,0
CASE_0153,case,5,0,0
CASE_0154,case,5,0,0
CASE_0155,case,2,0,0
CASE_0156,case,3,0,0
CASE_0157,case,2,0,0
CASE_0158,case,5,0,0
CASE_0159,case,3,0,0
CASE_0160,case,4,0,0
CASE_0161,case,3,0,0
CASE_0162,case,3,0,0
CASE_0163,case,6,0,0
CASE_0164,case,2,0,0
CASE_0165,case,4,0,0
CASE_0166,case,5,0,0
CASE_0167,case,3,0,0
CASE_0168,case,3,0,0
CASE_0169,case,2,0,0
CASE_0170,case,2,0,0
CASE_0171,case,4,0,0
CASE_0172,case,5,0,0
CASE_0173,case,2,0,0
CASE_0174,case,5,0,0
CASE_0175,case,2,0,0
CASE_0176,case,5,0,0
CASE_0177,case,4,0,0
CASE_0178,case,2,0,0
CASE_0179,case,2,0,0
CASE_0180,case,2,0,0
CASE_0181,case,6,0,0
CASE_0182,case,4,0,0
CASE_0183,case,6,0,0
CASE_0184,case,4,0,0
CASE_0185,case,6,0,0
CASE_0186,case,3,0,0
CASE_0187,case,4,0,0
CASE_0188,case,3,0,0
CASE_0189,case,3,0,0
CASE_0190,case,3,0,0
CASE_0191,case,3,0,0
CASE_0192,case,2,0,0
CASE_0193,case,4,0,0
CASE_0194,case,3,0,0
CASE_0195,case,4,0,0
CASE_0196,case,4,0,0
CASE_0197,case,6,0,0
CASE_0198,case,5,0,0
CASE_0199,case,4,0,0
CASE_0200,case,3,0,0
CASE_0201,case,5,0,0
CASE_0202,case,2,0,0
CASE_0203,case,4,0,0
CASE_0204,case,3,0,0
CASE_0205,case,4,0,0
CASE_0206,case,4,0,0
CASE_0207,case,3,0,0
CASE_0208,case,2,0,0
CASE_0209,case,2,0,0
CASE_0210,case,5,0,0
CASE_0211,case,4,0,0
CASE_0212,case,6,0,0
CASE_0213,case,2,0,0
CASE_0214,case,5,0,0
CASE_0215,case,2,0,0
CASE_0216,case,6,0,0
CASE_0217,case,2,0,0
CASE_0218,case,2,0,0
CASE_0219,case,4,0,0
CASE_0220,case,6,0,0
CASE_0221,case,5,0,0
CASE_0222,case,4,0,0
CASE_0223,case,2,0,0
CASE_0224,case,4,0,0
CASE_0225,case,3,0,0
CASE_0226,case,2,0,0
CASE_0227,case,6,0,0
CASE_0228,case,2,0,0
CASE_0229,case,3,0,0
CASE_0230,case,3,0,0
CASE_0231,case,6,0,0
CASE_0232,case,5,0,0
CASE_0233,case,2,0,0
CASE_0234,case,4,0,0
CASE_0235,case,2,0,0
CASE_0236,case,5,0,0
CASE_0237,case,3,0,0
CASE_0238,case,4,0,0
CASE_0239,case,3,0,0
CASE_0240,case,5,0,0
CASE_0241,case,3,0,0
CASE_0242,case,3,0,0
CASE_0243,case,6,0,0
CASE_0244,case,5,0,0
CASE_0245,case,3,0,0
CASE_0246,case,6,0,0
CASE_0247,case,2,0,0
CASE_0248,case,2,0,0
CASE_0249,case,3,0,0
CASE_0250,case,4,0,0
LOC_0001,location,18,0,0
LOC_0002,location,24,0,0
LOC_0003,location,14,0,0
LOC_0004,location,11,0,0
LOC_0005,location,9,0,0
LOC_0006,location,14,0,0
LOC_0007,location,14,0,0
LOC_0008,location,14,0,0
LOC_0009,location,15,0,0
LOC_0010,location,19,0,0
LOC_0011,location,16,0,0
LOC_0012,location,14,0,0
LOC_0013,location,11,0,0
LOC_0014,location,18,0,0
LOC_0015,location,17,0,0
LOC_0016,location,7,0,0
LOC_0017,location,10,0,0
LOC_0018,location,7,0,0
LOC_0019,location,14,0,0
LOC_0020,location,12,0,0
LOC_0021,location,13,0,0
LOC_0022,location,14,0,0
LOC_0023,location,19,0,0
LOC_0024,location,14,0,0
LOC_0025,location,13,0,0
LOC_0026,location,6,0,0
LOC_0027,location,15,0,0
LOC_0028,location,15,0,0
LOC_0029,location,12,0,0
LOC_0030,location,13,0,0
LOC_0031,location,12,0,0
LOC_0032,location,16,0,0
LOC_0033,location,14,0,0
LOC_0034,location,20,0,0
LOC_0035,location,5,0,0
LOC_0036,location,10,0,0
LOC_0037,location,11,0,0
LOC_0038,location,14,0,0
LOC_0039,location,14,0,0
LOC_0040,location,18,0,0
LOC_0041,location,9,0,0
LOC_0042,location,11,0,0
LOC_0043,location,18,0,0
LOC_0044,location,8,0,0
LOC_0045,location,6,0,0
LOC_0046,location,10,0,0
LOC_0047,location,10,0,0
LOC_0048,location,11,0,0
LOC_0049,location,13,0,0
LOC_0050,location,9,0,0
LOC_0051,location,13,0,0
LOC_0052,location,14,0,0
LOC_0053,location,16,0,0
LOC_0054,location,12,0,0
LOC_0055,location,19,0,0
LOC_0056,location,15,0,0
LOC_0057,location,16,0,0
LOC_0058,location,14,0,0
LOC_0059,location,14,0,0
LOC_0060,location,10,0,0
LOC_0061,location,13,0,0
LOC_0062,location,13,0,0
LOC_0063,location,21,0,0
LOC_0064,location,13,0,0
LOC_0065,location,14,0,0
LOC_0066,location,14,0,0
LOC_0067,location,15,0,0
LOC_0068,location,22,0,0
LOC_0069,location,13,0,0
LOC_0070,location,18,0,0
LOC_0071,location,13,0,0
LOC_0072,location,10,0,0
LOC_0073,location,10,0,0
LOC_0074,location,15,0,0
LOC_0075,location,13,0,0
LOC_0076,location,18,0,0
LOC_0077,location,9,0,0
LOC_0078,location,13,0,0
LOC_0079,location,8,0,0
LOC_0080,location,13,0,0
LOC_0081,location,10,0,0
LOC_0082,location,11,0,0
LOC_0083,location,13,0,0
LOC_0084,location,13,0,0
LOC_0085,location,9,0,0
LOC_0086,location,10,0,0
LOC_0087,location,10,0,0
LOC_0088,location,13,0,0
LOC_0089,location,10,0,0
LOC_0090,location,11,0,0
LOC_0091,location,21,0,0
LOC_0092,location,14,0,0
LOC_0093,location,13,0,0
LOC_0094,location,12,0,0
LOC_0095,location,10,0,0
LOC_0096,location,13,0,0
LOC_0097,location,10,0,0
LOC_0098,location,8,0,0
LOC_0099,location,11,0,0
LOC_0100,location,20,0,0
LOC_0101,location,5,0,0
LOC_0102,location,14,0,0
LOC_0103,location,21,0,0
LOC_0104,location,17,0,0
LOC_0105,location,11,0,0
LOC_0106,location,13,0,0
LOC_0107,location,9,0,0
LOC_0108,location,11,0,0
LOC_0109,location,10,0,0
LOC_0110,location,13,0,0
LOC_0111,location,20,0,0
LOC_0112,location,14,0,0
LOC_0113,location,8,0,0
LOC_0114,location,18,0,0
LOC_0115,location,11,0,0
LOC_0116,location,12,0,0
LOC_0117,location,13,0,0
LOC_0118,location,10,0,0
LOC_0119,location,21,0,0
LOC_0120,location,13,0,0
LOC_0121,location,22,0,0
LOC_0122,location,12,0,0
LOC_0123,location,11,0,0
LOC_0124,location,14,0,0
LOC_0125,location,7,0,0
LOC_0126,location,17,0,0
LOC_0127,location,12,0,0
LOC_0128,location,15,0,0
LOC_0129,location,14,0,0
LOC_0130,location,12,0,0
LOC_0131,location,10,0,0
LOC_0132,location,13,0,0
LOC_0133,location,21,0,0
LOC_0134,location,15,0,0
LOC_0135,location,15,0,0
LOC_0136,location,11,0,0
LOC_0137,location,12,0,0
LOC_0138,location,10,0,0
LOC_0139,location,11,0,0
LOC_0140,location,11,0,0
LOC_0141,location,11,0,0
LOC_0142,location,17,0,0
LOC_0143,location,18,0,0
LOC_0144,location,15,0,0
LOC_0145,location,12,0,0
LOC_0146,location,8,0,0
LOC_0147,location,14,0,0
LOC_0148,location,17,0,0
LOC_0149,location,17,0,0
LOC_0150,location,15,0,0
ORG_0001,organization,7,0,0
ORG_0002,organization,4,0,0
ORG_0003,organization,5,0,0
ORG_0004,organization,5,0,0
ORG_0005,organization,6,0,0
ORG_0006,organization,2,0,0
ORG_0007,organization,10,0,0
ORG_0008,organization,7,0,0
ORG_0009,organization,6,0,0
ORG_0010,organization,8,0,0
ORG_0011,organization,6,0,0
ORG_0012,organization,2,0,0
ORG_0013,organization,8,0,0
ORG_0014,organization,10,0,0
ORG_0015,organization,5,0,0
ORG_0016,organization,6,0,0
ORG_0017,organization,8,0,0
ORG_0018,organization,8,0,0
ORG_0019,organization,7,0,0
ORG_0020,organization,3,0,0
ORG_0021,organization,9,0,0
ORG_0022,organization,7,0,0
ORG_0023,organization,3,0,0
ORG_0024,organization,2,0,0
ORG_0025,organization,9,0,0
ORG_0026,organization,4,0,0
ORG_0027,organization,9,0,0
ORG_0028,organization,8,0,0
ORG_0029,organization,6,0,0
ORG_0030,organization,5,0,0
ORG_0031,organization,6,0,0
ORG_0032,organization,7,0,0
ORG_0033,organization,6,0,0
ORG_0034,organization,6,0,0
ORG_0035,organization,6,0,0
ORG_0036,organization,8,0,0
ORG_0037,organization,7,0,0
ORG_0038,organization,4,0,0
ORG_0039,organization,10,0,0
ORG_0040,organization,6,0,0
ORG_0041,organization,11,0,0
ORG_0042,organization,2,0,0
ORG_0043,organization,6,0,0
ORG_0044,organization,5,0,0
ORG_0045,organization,3,0,0
ORG_0046,organization,10,0,0
ORG_0047,organization,11,0,0
ORG_0048,organization,10,0,0
ORG_0049,organization,3,0,0
ORG_0050,organization,6,0,0
ORG_0051,organization,7,0,0
ORG_0052,organization,6,0,0
ORG_0053,organization,6,0,0
ORG_0054,organization,7,0,0
ORG_0055,organization,6,0,0
ORG_0056,organization,5,0,0
ORG_0057,organization,6,0,0
ORG_0058,organization,4,0,0
ORG_0059,organization,9,0,0
ORG_0060,organization,9,0,0
ORG_0061,organization,6,0,0
ORG_0062,organization,3,0,0
ORG_0063,organization,7,0,0
ORG_0064,organization,7,0,0
ORG_0065,organization,6,0,0
ORG_0066,organization,4,0,0
ORG_0067,organization,4,0,0
ORG_0068,organization,4,0,0
ORG_0069,organization,6,0,0
ORG_0070,organization,6,0,0
ORG_0071,organization,3,0,0
ORG_0072,organization,3,0,0
ORG_0073,organization,6,0,0
ORG_0074,organization,4,0,0
ORG_0075,organization,13,0,0
ORG_0076,organization,8,0,0
ORG_0077,organization,5,0,0
ORG_0078,organization,6,0,0
ORG_0079,organization,5,0,0
ORG_0080,organization,5,0,0
ORG_0081,organization,4,0,0
ORG_0082,organization,7,0,0
ORG_0083,organization,9,0,0
ORG_0084,organization,9,0,0
ORG_0085,organization,8,0,0
ORG_0086,organization,8,0,0
ORG_0087,organization,8,0,0
ORG_0088,organization,2,0,0
ORG_0089,organization,7,0,0
ORG_0090,organization,6,0,0
ORG_0091,organization,6,0,0
ORG_0092,organization,4,0,0
ORG_0093,organization,7,0,0
ORG_0094,organization,11,0,0
ORG_0095,organization,12,0,0
ORG_0096,organization,6,0,0
ORG_0097,organization,5,0,0
ORG_0098,organization,7,0,0
ORG_0099,organization,8,0,0
ORG_0100,organization,11,0,0
ORG_0101,organization,10,0,0
ORG_0102,organization,4,0,0
ORG_0103,organization,7,0,0
ORG_0104,organization,6,0,0
ORG_0105,organization,9,0,0
ORG_0106,organization,5,0,0
ORG_0107,organization,7,0,0
ORG_0108,organization,6,0,0
ORG_0109,organization,6,0,0
ORG_0110,organization,4,0,0
ORG_0111,organization,8,0,0
ORG_0112,organization,6,0,0
ORG_0113,organization,12,0,0
ORG_0114,organization,6,0,0
ORG_0115,organization,5,0,0
ORG_0116,organization,8,0,0
ORG_0117,organization,9,0,0
ORG_0118,organization,6,0,0
ORG_0119,organization,8,0,0
ORG_0120,organization,7,0,0
PER_0001,person,8,0,0
PER_0002,person,6,0,0
PER_0003,person,8,0,0
PER_0004,person,8,0,0
PER_0005,person,7,0,0
PER_0006,person,7,0,0
PER_0007,person,6,0,0
PER_0008,person,11,0,0
PER_0009,person,6,0,0
PER_0010,person,7,0,0
PER_0011,person,5,0,0
PER_0012,person,7,0,0
PER_0013,person,6,0,0
PER_0014,person,7,0,0
PER_0015,person,13,0,0
PER_0016,person,8,0,0
PER_0017,person,5,0,0
PER_0018,person,4,0,0
PER_0019,person,6,0,0
PER_0020,person,6,0,0
PER_0021,person,8,0,0
PER_0022,person,10,0,0
PER_0023,person,10,0,0
PER_0024,person,8,0,0
PER_0025,person,7,0,0
PER_0026,person,7,0,0
PER_0027,person,8,0,0
PER_0028,person,6,0,0
PER_0029,person,11,0,0
PER_0030,person,6,0,0
PER_0031,person,7,0,0
PER_0032,person,8,0,0
PER_0033,person,6,0,0
PER_0034,person,6,0,0
PER_0035,person,7,0,0
PER_0036,person,8,0,0
PER_0037,person,10,0,0
PER_0038,person,8,0,0
PER_0039,person,7,0,0
PER_0040,person,5,0,0
PER_0041,person,9,0,0
PER_0042,person,6,0,0
PER_0043,person,7,0,0
PER_0044,person,8,0,0
PER_0045,person,8,0,0
PER_0046,person,7,0,0
PER_0047,person,7,0,0
PER_0048,person,10,0,0
PER_0049,person,8,0,0
PER_0050,person,10,0,0
PER_0051,person,8,0,0
PER_0052,person,5,0,0
PER_0053,person,10,0,0
PER_0054,person,6,0,0
PER_0055,person,7,0,0
PER_0056,person,9,0,0
PER_0057,person,6,0,0
PER_0058,person,9,0,0
PER_0059,person,10,0,0
PER_0060,person,6,0,0
PER_0061,person,12,0,0
PER_0062,person,7,0,0
PER_0063,person,5,0,0
PER_0064,person,8,0,0
PER_0065,person,6,0,0
PER_0066,person,7,0,0
PER_0067,person,8,0,0
PER_0068,person,8,0,0
PER_0069,person,9,0,0
PER_0070,person,8,0,0
PER_0071,person,8,0,0
PER_0072,person,7,0,0
PER_0073,person,8,0,0
PER_0074,person,6,0,0
PER_0075,person,8,0,0
PER_0076,person,7,0,0
PER_0077,person,6,0,0
PER_0078,person,10,0,0
PER_0079,person,8,0,0
PER_0080,person,9,0,0
PER_0081,person,7,0,0
PER_0082,person,5,0,0
PER_0083,person,7,0,0
PER_0084,person,5,0,0
PER_0085,person,5,0,0
PER_0086,person,6,0,0
PER_0087,person,10,0,0
PER_0088,person,6,0,0
PER_0089,person,9,0,0
PER_0090,person,6,0,0
PER_0091,person,7,0,0
PER_0092,person,7,0,0
PER_0093,person,5,0,0
PER_0094,person,4,0,0
PER_0095,person,9,0,0
PER_0096,person,6,0,0
PER_0097,person,8,0,0
PER_0098,person,5,0,0
PER_0099,person,8,0,0
PER_0100,person,7,0,0
PER_0101,person,10,0,0
PER_0102,person,7,0,0
PER_0103,person,9,0,0
PER_0104,person,9,0,0
PER_0105,person,6,0,0
PER_0106,person,8,0,0
PER_0107,person,9,0,0
PER_0108,person,10,0,0
PER_0109,person,5,0,0
PER_0110,person,10,0,0
PER_0111,person,11,0,0
PER_0112,person,5,0,0
PER_0113,person,7,0,0
PER_0114,person,7,0,0
PER_0115,person,7,0,0
PER_0116,person,8,0,0
PER_0117,person,6,0,0
PER_0118,person,9,0,0
PER_0119,person,8,0,0
PER_0120,person,6,0,0
PER_0121,person,7,0,0
PER_0122,person,6,0,0
PER_0123,person,6,0,0
PER_0124,person,7,0,0
PER_0125,person,9,0,0
PER_0126,person,7,0,0
PER_0127,person,7,0,0
PER_0128,person,7,0,0
PER_0129,person,7,0,0
PER_0130,person,7,0,0
PER_0131,person,8,0,0
PER_0132,person,8,0,0
PER_0133,person,6,0,0
PER_0134,person,8,0,0
PER_0135,person,8,0,0
PER_0136,person,6,0,0
PER_0137,person,7,0,0
PER_0138,person,6,0,0
PER_0139,person,5,0,0
PER_0140,person,4,0,0
PER_0141,person,6,0,0
PER_0142,person,8,0,0
PER_0143,person,10,0,0
