source_id,target_id,edge_type,timestamp,weight
CASE_0224,PER_0280,PARTICIPATED_IN,,
ACC_0990,ACC_1192,TRANSACTED_WITH,2024-02-05T03:28:04Z,1730422.24
ACC_0648,ACC_1095,TRANSACTED_WITH,2025-07-04T07:13:02Z,2142469.49
PER_0965,VEH_0556,OWNS,,
PH_0880,PH_0630,CALLED,2024-08-11T13:01:00Z,2996
PH_0724,PH_0746,CALLED,2026-06-01T18:52:27Z,401
PER_0168,ACC_0261,OWNS,,
ACC_0122,ACC_0458,TRANSACTED_WITH,2026-04-05T14:39:51Z,1079859.55
PH_0106,PH_0869,CALLED,2024-05-06T12:46:03Z,2831
PER_0019,ACC_0927,OWNS,,
PER_0288,ACC_0859,OWNS,,
PER_0698,ACC_0297,OWNS,,
PH_0252,PH_1128,CALLED,2024-07-03T00:33:26Z,2978
PH_1125,PH_0950,CALLED,2023-04-06T21:46:21Z,1786
PER_0978,ACC_0706,OWNS,,
PER_0922,LOC_0108,ASSOCIATED_WITH,,
ACC_0794,ACC_0690,TRANSACTED_WITH,2024-12-10T23:57:11Z,2449808.89
PER_0698,PH_0061,OWNS,,
PER_0548,VEH_0681,OWNS,,
PH_0094,PH_0270,CALLED,2023-10-25T04:56:42Z,3142
PER_0349,PH_0133,OWNS,,
ACC_0244,ACC_0270,TRANSACTED_WITH,2023-02-22T09:35:31Z,76885.92
ACC_0835,ACC_0150,TRANSACTED_WITH,2024-08-27T02:14:10Z,50650.08
CASE_0105,PER_0721,PARTICIPATED_IN,,
ACC_0267,ACC_0378,TRANSACTED_WITH,2023-01-26T06:02:36Z,1512610.2
PH_0269,PH_0650,CALLED,2026-01-24T07:32:29Z,2483
CASE_0075,PER_0253,PARTICIPATED_IN,,
PER_0225,ACC_0034,OWNS,,
ACC_0248,ACC_1050,TRANSACTED_WITH,2025-07-01T04:00:36Z,1963868.71
CASE_0012,PER_0637,PARTICIPATED_IN,,
PH_0997,PH_0904,CALLED,2024-07-11T16:33:50Z,1955
PER_0066,PH_1386,OWNS,,
PER_0998,ACC_0148,OWNS,,
PER_0586,LOC_0146,ASSOCIATED_WITH,,
PER_0088,VEH_0734,OWNS,,
PER_0646,PH_0377,OWNS,,
PER_0858,LOC_0049,ASSOCIATED_WITH,,
CASE_0029,PER_0603,PARTICIPATED_IN,,
PH_0733,PH_0069,CALLED,2023-02-04T20:53:02Z,1672
ACC_1195,ACC_0381,TRANSACTED_WITH,2023-09-14T17:07:34Z,558027.99
ACC_0241,ACC_0157,TRANSACTED_WITH,2023-02-16T13:08:52Z,264086.2
ACC_0117,ACC_0336,TRANSACTED_WITH,2025-08-23T09:00:34Z,1193553.0
PER_0116,VEH_0164,OWNS,,
PH_1144,PH_1313,CALLED,2025-06-14T09:03:29Z,3559
PER_0837,ACC_0919,OWNS,,
PER_0744,VEH_0126,OWNS,,
PH_0712,PH_0047,CALLED,2025-11-17T01:10:22Z,3041
PER_0511,ORG_0027,ASSOCIATED_WITH,,
PER_0198,LOC_0077,ASSOCIATED_WITH,,
PER_0191,PH_0501,OWNS,,
PER_0026,ORG_0100,ASSOCIATED_WITH,,
PER_0606,ACC_0869,OWNS,,
PH_0104,PH_1040,CALLED,2023-08-09T03:30:47Z,746
CASE_0093,PER_0707,PARTICIPATED_IN,,
PH_0800,PH_0816,CALLED,2025-02-23T23:56:11Z,208
PER_0631,PH_0211,OWNS,,
ACC_0261,ACC_0401,TRANSACTED_WITH,2026-01-01T00:03:09Z,642220.14
PER_0217,ACC_0620,OWNS,,
PER_0851,VEH_0265,OWNS,,
PER_0865,ACC_0874,OWNS,,
PER_0412,ORG_0031,ASSOCIATED_WITH,,
ACC_0997,ACC_0456,TRANSACTED_WITH,2023-05-09T18:10:22Z,1698963.46
PH_0601,PH_0652,CALLED,2024-12-17T17:23:58Z,1173
PER_0177,PH_0510,OWNS,,
CASE_0048,PER_0171,PARTICIPATED_IN,,
PER_0776,PH_1228,OWNS,,
PH_0220,PH_0819,CALLED,2023-11-02T18:11:50Z,585
ACC_1022,ACC_0743,TRANSACTED_WITH,2024-04-26T16:49:01Z,1940172.37
PER_0269,ACC_0016,OWNS,,
PER_0676,LOC_0008,ASSOCIATED_WITH,,
PER_0252,PH_0557,OWNS,,
PER_0645,ORG_0088,ASSOCIATED_WITH,,
PH_0428,PH_0409,CALLED,2026-04-24T17:30:59Z,2037
PH_0279,PH_1394,CALLED,2025-10-30T12:18:11Z,332
PH_1239,PH_0627,CALLED,2024-06-03T14:25:28Z,1086
PER_0092,VEH_0496,OWNS,,
PER_0107,VEH_0478,OWNS,,
PH_0565,PH_0167,CALLED,2025-09-04T21:25:14Z,1816
ACC_0972,ACC_0024,TRANSACTED_WITH,2023-07-30T19:56:45Z,2278089.29
PER_0718,VEH_0251,OWNS,,
PER_0833,ACC_0433,OWNS,,
PH_0317,PH_1357,CALLED,2025-05-17T18:20:41Z,1679
PER_0701,ORG_0009,ASSOCIATED_WITH,,
PER_0622,LOC_0136,ASSOCIATED_WITH,,
PER_0350,PH_0126,OWNS,,
ACC_0833,ACC_0232,TRANSACTED_WITH,2025-10-07T05:01:17Z,2350871.48
PH_1322,PH_0874,CALLED,2026-06-23T00:29:02Z,1656
PH_1148,PH_1251,CALLED,2023-12-23T06:19:15Z,106
PH_0959,PH_0962,CALLED,2026-04-01T18:07:31Z,1117
PH_1349,PH_1342,CALLED,2025-11-09T07:24:43Z,1960
PER_0004,ACC_0960,OWNS,,
ACC_0380,ACC_0841,TRANSACTED_WITH,2024-09-07T23:30:44Z,164191.93
ACC_1042,ACC_0673,TRANSACTED_WITH,2023-10-09T21:34:42Z,60592.26
PH_0762,PH_0428,CALLED,2025-05-29T01:11:48Z,3031
PER_0036,PH_0821,OWNS,,
ACC_1025,ACC_0075,TRANSACTED_WITH,2025-02-07T20:31:35Z,1145907.57
PER_0513,VEH_0675,OWNS,,
PH_0371,PH_0136,CALLED,2025-05-15T20:19:08Z,468
ACC_0563,ACC_0658,TRANSACTED_WITH,2026-06-01T09:49:27Z,516192.64
ACC_1046,ACC_0419,TRANSACTED_WITH,2025-02-23T14:55:07Z,276094.23
ACC_0301,ACC_0726,TRANSACTED_WITH,2025-02-09T21:33:09Z,1734617.72
PER_0844,ORG_0061,ASSOCIATED_WITH,,
PH_1159,PH_1067,CALLED,2023-09-05T18:05:01Z,1074
ACC_0765,ACC_0526,TRANSACTED_WITH,2026-03-23T15:11:02Z,348148.05
PER_0435,PH_0356,OWNS,,
PER_0361,VEH_0408,OWNS,,
ACC_0219,ACC_0632,TRANSACTED_WITH,2023-09-15T04:37:48Z,603703.78
PER_0344,ACC_0965,OWNS,,
PH_1330,PH_0774,CALLED,2023-06-23T02:29:45Z,1445
ACC_0957,ACC_0947,TRANSACTED_WITH,2026-03-31T08:16:25Z,904589.73
PER_0211,VEH_0612,OWNS,,
ACC_0455,ACC_1027,TRANSACTED_WITH,2024-11-07T02:47:19Z,405336.02
ACC_1065,ACC_0098,TRANSACTED_WITH,2025-05-08T12:23:23Z,262997.1
PER_0006,VEH_0040,OWNS,,
PER_0291,VEH_0445,OWNS,,
PH_0126,PH_1205,CALLED,2023-08-29T21:57:34Z,1346
PER_0705,VEH_0148,OWNS,,
PER_0047,VEH_0650,OWNS,,
PH_0781,PH_0842,CALLED,2024-10-08T09:03:42Z,2794
PH_0203,PH_0212,CALLED,2025-09-28T13:15:57Z,3141
PER_0741,PH_0264,OWNS,,
PER_0390,PH_1008,OWNS,,
PER_0397,ACC_0009,OWNS,,
ACC_1173,ACC_1125,TRANSACTED_WITH,2025-02-27T04:11:53Z,544022.81
ACC_0496,ACC_0968,TRANSACTED_WITH,2026-05-09T16:48:53Z,1939331.11
PER_0271,VEH_0284,OWNS,,
PH_0094,PH_0410,CALLED,2025-07-13T00:58:48Z,1461
PER_0474,ACC_0536,OWNS,,
CASE_0229,PER_0059,PARTICIPATED_IN,,
ACC_0602,ACC_0287,TRANSACTED_WITH,2023-08-09T19:18:59Z,10580.84
ACC_0657,ACC_0695,TRANSACTED_WITH,2024-03-20T06:52:21Z,2356488.85
PER_0675,VEH_0227,OWNS,,
PER_0333,ACC_0882,OWNS,,
PER_0068,ACC_0251,OWNS,,
CASE_0151,PER_0479,PARTICIPATED_IN,,
PER_0560,VEH_0270,OWNS,,
PER_0295,PH_0230,OWNS,,
ACC_0746,ACC_0805,TRANSACTED_WITH,2025-08-10T19:48:21Z,200968.41
ACC_0058,ACC_0574,TRANSACTED_WITH,2024-07-13T07:34:19Z,2126430.68
PER_0439,VEH_0112,OWNS,,
PER_0709,ORG_0003,ASSOCIATED_WITH,,
ACC_0867,ACC_0421,TRANSACTED_WITH,2023-08-09T04:03:40Z,1474730.69
CASE_0134,PER_0222,PARTICIPATED_IN,,
PH_0250,PH_0742,CALLED,2024-01-26T11:21:01Z,3428
CASE_0202,PER_0063,PARTICIPATED_IN,,
ACC_0189,ACC_0341,TRANSACTED_WITH,2026-01-20T06:53:27Z,149379.07
ACC_0345,ACC_0615,TRANSACTED_WITH,2024-03-16T15:00:19Z,1716870.55
PH_0716,PH_0159,CALLED,2024-05-17T04:20:09Z,2864
CASE_0165,PER_0008,PARTICIPATED_IN,,
PER_0509,LOC_0073,ASSOCIATED_WITH,,
ACC_0371,ACC_0420,TRANSACTED_WITH,2023-02-19T05:29:27Z,2241155.18
PH_0994,PH_0878,CALLED,2023-07-29T18:32:36Z,90
PER_0697,LOC_0083,ASSOCIATED_WITH,,
PER_0822,LOC_0091,ASSOCIATED_WITH,,
PER_0371,VEH_0544,OWNS,,
PER_0353,VEH_0545,OWNS,,
PER_0084,PH_0440,OWNS,,
PER_0939,ACC_0033,OWNS,,
CASE_0242,PER_0557,PARTICIPATED_IN,,
PER_0113,VEH_0438,OWNS,,
PER_0243,PH_0720,OWNS,,
ACC_1121,ACC_0599,TRANSACTED_WITH,2023-09-19T12:51:11Z,872366.17
ACC_0972,ACC_0971,TRANSACTED_WITH,2025-12-28T23:43:03Z,299964.88
PER_0835,ACC_0402,OWNS,,
PER_0444,LOC_0015,ASSOCIATED_WITH,,
PER_0513,LOC_0124,ASSOCIATED_WITH,,
ACC_0801,ACC_0403,TRANSACTED_WITH,2025-01-13T04:05:43Z,1166551.67
PER_0314,VEH_0007,OWNS,,
PER_0732,ORG_0085,ASSOCIATED_WITH,,
ACC_0827,ACC_0202,TRANSACTED_WITH,2026-01-05T15:08:53Z,239921.36
PER_0175,ACC_0208,OWNS,,
PER_0034,VEH_0730,OWNS,,
PER_0916,PH_0030,OWNS,,
PER_0582,LOC_0008,ASSOCIATED_WITH,,
ACC_0426,ACC_1008,TRANSACTED_WITH,2024-10-03T15:33:08Z,502628.39
PH_1360,PH_1285,CALLED,2025-05-12T23:45:48Z,2010
PH_0441,PH_0300,CALLED,2026-05-01T07:59:03Z,3186
ACC_0353,ACC_1027,TRANSACTED_WITH,2025-07-08T23:01:55Z,604792.25
PER_0364,ACC_0212,OWNS,,
PER_0059,PH_0839,OWNS,,
ACC_1151,ACC_0279,TRANSACTED_WITH,2024-04-26T11:34:43Z,1877204.83
PH_0476,PH_0365,CALLED,2026-07-30T01:02:23Z,704
PER_0148,PH_1142,OWNS,,
CASE_0059,PER_0936,PARTICIPATED_IN,,
PER_0827,VEH_0488,OWNS,,
PER_0178,ACC_0208,OWNS,,
PER_0580,ACC_0079,OWNS,,
PER_0483,ACC_0805,OWNS,,
CASE_0077,PER_0930,PARTICIPATED_IN,,
PER_0263,VEH_0077,OWNS,,
PH_0997,PH_0857,CALLED,2025-03-02T17:53:01Z,2658
PER_0354,ACC_1050,OWNS,,
PER_0246,VEH_0189,OWNS,,
CASE_0101,PER_0226,PARTICIPATED_IN,,
PER_0032,ORG_0039,ASSOCIATED_WITH,,
PH_1126,PH_0197,CALLED,2024-07-20T18:00:44Z,228
ACC_1195,ACC_0837,TRANSACTED_WITH,2023-06-19T21:31:32Z,742248.55
ACC_0965,ACC_1115,TRANSACTED_WITH,2023-06-22T17:06:26Z,1183502.11
PER_0349,PH_0905,OWNS,,
PH_1195,PH_1161,CALLED,2024-04-17T03:54:35Z,3588
PER_0512,ORG_0046,ASSOCIATED_WITH,,
PER_0155,VEH_0686,OWNS,,
PER_0706,PH_0659,OWNS,,
PER_0889,VEH_0034,OWNS,,
PER_0755,VEH_0477,OWNS,,
ACC_0042,ACC_0733,TRANSACTED_WITH,2024-11-26T15:20:10Z,993432.41
PH_0551,PH_1389,CALLED,2025-09-20T22:32:53Z,2984
PER_0354,VEH_0775,OWNS,,
ACC_0455,ACC_0794,TRANSACTED_WITH,2026-06-09T00:20:45Z,752647.98
PER_0379,PH_1025,OWNS,,
PER_0477,LOC_0029,ASSOCIATED_WITH,,
ACC_0893,ACC_0608,TRANSACTED_WITH,2025-05-04T12:57:11Z,1610390.09
CASE_0159,PER_0535,PARTICIPATED_IN,,
PER_0178,PH_0929,OWNS,,
PER_0106,ACC_0686,OWNS,,
PER_0087,LOC_0029,ASSOCIATED_WITH,,
PER_0753,PH_0750,OWNS,,
PER_0178,PH_0491,OWNS,,
PH_0445,PH_0362,CALLED,2025-06-18T11:40:42Z,1015
PH_0747,PH_1182,CALLED,2026-01-18T21:00:02Z,1428
PER_0915,LOC_0096,ASSOCIATED_WITH,,
PER_0694,PH_0506,OWNS,,
PER_0125,LOC_0038,ASSOCIATED_WITH,,
ACC_0827,ACC_1162,TRANSACTED_WITH,2024-02-16T02:22:53Z,717857.86
PER_0541,VEH_0061,OWNS,,
PER_0137,ACC_0212,OWNS,,
ACC_1107,ACC_0186,TRANSACTED_WITH,2023-08-29T03:08:57Z,2243921.66
ACC_0892,ACC_0746,TRANSACTED_WITH,2023-08-13T19:33:20Z,1145915.06
ACC_1016,ACC_0529,TRANSACTED_WITH,2025-12-01T16:28:55Z,1570894.32
ACC_0114,ACC_0805,TRANSACTED_WITH,2024-08-16T12:52:21Z,277199.04
ACC_0820,ACC_0885,TRANSACTED_WITH,2024-06-20T20:51:09Z,2316205.47
ACC_0150,ACC_0436,TRANSACTED_WITH,2023-08-23T09:10:29Z,1907198.81
PH_0126,PH_1070,CALLED,2025-02-13T19:39:28Z,1819
PER_0883,ACC_0006,OWNS,,
PH_0161,PH_0087,CALLED,2025-12-20T19:01:16Z,2673
PER_0955,LOC_0014,ASSOCIATED_WITH,,
ACC_1192,ACC_0050,TRANSACTED_WITH,2023-12-24T11:25:45Z,965170.0
PER_0592,ACC_0600,OWNS,,
PER_0966,VEH_0747,OWNS,,
ACC_0797,ACC_0718,TRANSACTED_WITH,2026-05-08T16:15:12Z,173480.76
ACC_0970,ACC_0203,TRANSACTED_WITH,2023-01-17T13:46:59Z,812061.54
ACC_0418,ACC_1064,TRANSACTED_WITH,2025-02-01T21:48:03Z,1596324.62
ACC_0741,ACC_0803,TRANSACTED_WITH,2023-07-27T01:45:40Z,2442067.65
PH_0252,PH_1152,CALLED,2025-03-20T15:25:55Z,1649
PER_0579,LOC_0056,ASSOCIATED_WITH,,
PER_0456,VEH_0459,OWNS,,
PER_0886,VEH_0104,OWNS,,
ACC_1096,ACC_1173,TRANSACTED_WITH,2024-04-15T14:51:38Z,1211313.45
PER_0235,VEH_0081,OWNS,,
PER_0273,ACC_0150,OWNS,,
PER_0687,VEH_0368,OWNS,,
PER_0099,ACC_0226,OWNS,,
PER_0194,ACC_0024,OWNS,,
PH_0069,PH_1388,CALLED,2023-09-23T01:53:22Z,140
PER_0141,LOC_0112,ASSOCIATED_WITH,,
ACC_0928,ACC_0740,TRANSACTED_WITH,2023-01-15T01:23:39Z,922625.06
ACC_0794,ACC_0674,TRANSACTED_WITH,2023-10-08T01:47:07Z,659052.68
PH_1376,PH_0187,CALLED,2024-04-12T22:21:52Z,2948
PER_0936,LOC_0066,ASSOCIATED_WITH,,
PER_0152,LOC_0147,ASSOCIATED_WITH,,
PER_0829,LOC_0010,ASSOCIATED_WITH,,
PER_0591,ACC_1016,OWNS,,
ACC_0249,ACC_1197,TRANSACTED_WITH,2025-06-18T12:10:50Z,446031.25
PER_0024,ACC_0319,OWNS,,
PER_0330,ACC_1003,OWNS,,
PER_0097,VEH_0751,OWNS,,
PER_0960,LOC_0065,ASSOCIATED_WITH,,
PH_0239,PH_0741,CALLED,2023-11-09T17:59:56Z,1514
PH_1206,PH_0575,CALLED,2026-02-18T03:15:01Z,2857
PER_0709,PH_0328,OWNS,,
PER_0784,PH_0067,OWNS,,
PH_0228,PH_1245,CALLED,2023-09-20T06:30:51Z,2906
PER_0304,ACC_0561,OWNS,,
ACC_1097,ACC_0069,TRANSACTED_WITH,2026-06-02T16:27:57Z,1835623.92
PER_0142,ACC_0476,OWNS,,
PER_0842,ACC_1016,OWNS,,
PH_0890,PH_0230,CALLED,2024-04-03T04:54:36Z,2896
PER_0114,PH_0066,OWNS,,
CASE_0060,PER_0476,PARTICIPATED_IN,,
PER_0848,ACC_0984,OWNS,,
PER_0946,PH_0653,OWNS,,
PER_0069,ACC_0581,OWNS,,
PH_0859,PH_1066,CALLED,2025-08-19T02:16:02Z,2092
ACC_0291,ACC_0255,TRANSACTED_WITH,2025-01-20T22:52:12Z,206022.83
PER_0410,VEH_0529,OWNS,,
CASE_0072,PER_0689,PARTICIPATED_IN,,
PER_0927,LOC_0013,ASSOCIATED_WITH,,
PER_0996,PH_0326,OWNS,,
ACC_0775,ACC_0587,TRANSACTED_WITH,2024-09-01T02:58:17Z,2345832.64
ACC_0245,ACC_1083,TRANSACTED_WITH,2023-08-04T22:31:00Z,1578259.79
PER_0134,ORG_0041,ASSOCIATED_WITH,,
PER_0375,LOC_0033,ASSOCIATED_WITH,,
PER_0169,VEH_0413,OWNS,,
PER_0624,ACC_1068,OWNS,,
PER_0857,ACC_0749,OWNS,,
PER_0089,ACC_0551,OWNS,,
PH_0926,PH_0437,CALLED,2025-04-06T20:00:33Z,912
PER_0784,PH_0605,OWNS,,
PH_0574,PH_0977,CALLED,2024-06-23T07:28:16Z,2507
PER_0600,VEH_0699,OWNS,,
PH_0422,PH_0908,CALLED,2023-06-07T09:50:00Z,1552
PER_0921,ORG_0086,ASSOCIATED_WITH,,
ACC_0801,ACC_1158,TRANSACTED_WITH,2026-06-12T07:23:01Z,2092022.47
ACC_0439,ACC_0696,TRANSACTED_WITH,2024-10-11T00:29:57Z,2236346.18
ACC_0090,ACC_0820,TRANSACTED_WITH,2024-06-17T11:41:24Z,368778.12
PER_0476,VEH_0603,OWNS,,
PH_0919,PH_0973,CALLED,2026-05-12T18:05:33Z,564
PER_0974,LOC_0033,ASSOCIATED_WITH,,
PH_1376,PH_0646,CALLED,2026-04-09T08:31:23Z,1108
PER_0196,LOC_0063,ASSOCIATED_WITH,,
ACC_0078,ACC_0857,TRANSACTED_WITH,2024-02-25T12:19:42Z,201164.95
CASE_0020,PER_0687,PARTICIPATED_IN,,
CASE_0024,PER_0399,PARTICIPATED_IN,,
ACC_0578,ACC_0918,TRANSACTED_WITH,2024-08-01T23:46:10Z,53797.49
ACC_1139,ACC_0024,TRANSACTED_WITH,2025-06-17T01:57:16Z,1881314.18
PH_0681,PH_1309,CALLED,2023-05-22T04:17:27Z,2044
ACC_0517,ACC_0060,TRANSACTED_WITH,2024-07-16T08:59:49Z,817375.1
PER_0599,LOC_0043,ASSOCIATED_WITH,,
PER_0267,ACC_0061,OWNS,,
PH_0958,PH_0043,CALLED,2025-10-26T21:42:20Z,1694
PER_0287,LOC_0149,ASSOCIATED_WITH,,
PER_0918,LOC_0076,ASSOCIATED_WITH,,
ACC_0992,ACC_0526,TRANSACTED_WITH,2025-03-04T06:12:51Z,1389078.31
ACC_0745,ACC_0051,TRANSACTED_WITH,2026-07-13T21:37:38Z,2184411.48
PH_0244,PH_1194,CALLED,2026-01-07T16:06:01Z,362
ACC_0931,ACC_0844,TRANSACTED_WITH,2024-03-27T14:56:15Z,1771828.7
ACC_0230,ACC_0371,TRANSACTED_WITH,2024-01-14T23:43:22Z,249743.09
PER_0297,PH_1261,OWNS,,
PER_0784,LOC_0020,ASSOCIATED_WITH,,
PER_0363,ACC_0260,OWNS,,
PER_0131,PH_0230,OWNS,,
PER_0525,PH_0971,OWNS,,
PER_0933,LOC_0140,ASSOCIATED_WITH,,
PER_0896,PH_0108,OWNS,,
PH_1283,PH_0670,CALLED,2023-01-12T00:53:55Z,2567
PER_0578,VEH_0044,OWNS,,
PER_0620,VEH_0243,OWNS,,
PH_0364,PH_1000,CALLED,2025-03-07T14:33:13Z,2651
PER_0965,ACC_1083,OWNS,,
ACC_0747,ACC_1181,TRANSACTED_WITH,2024-01-18T06:42:23Z,2217657.24
PER_0683,ORG_0109,ASSOCIATED_WITH,,
PH_1321,PH_1213,CALLED,2026-02-01T12:59:20Z,1048
CASE_0097,PER_0015,PARTICIPATED_IN,,
PER_0808,VEH_0114,OWNS,,
ACC_0683,ACC_0550,TRANSACTED_WITH,2025-03-17T06:31:17Z,2140007.79
PER_0383,LOC_0111,ASSOCIATED_WITH,,
PER_0531,LOC_0056,ASSOCIATED_WITH,,
PH_0677,PH_0471,CALLED,2024-09-20T02:48:07Z,2663
PER_0354,PH_0444,OWNS,,
PER_0928,PH_0699,OWNS,,
CASE_0037,PER_0371,PARTICIPATED_IN,,
PH_0605,PH_0741,CALLED,2025-08-20T04:51:12Z,781
PH_1150,PH_0246,CALLED,2025-02-10T22:22:40Z,3355
ACC_1046,ACC_0454,TRANSACTED_WITH,2023-06-12T00:09:40Z,28878.95
PER_0488,PH_1112,OWNS,,
ACC_0884,ACC_0555,TRANSACTED_WITH,2025-07-09T14:47:30Z,2440250.49
PER_0108,PH_0221,OWNS,,
ACC_1124,ACC_0029,TRANSACTED_WITH,2024-01-23T23:04:46Z,1720831.31
PH_0708,PH_1128,CALLED,2024-12-16T18:20:06Z,742
PER_0045,ACC_0215,OWNS,,
PER_0047,PH_0208,OWNS,,
PER_0994,VEH_0259,OWNS,,
ACC_1138,ACC_1192,TRANSACTED_WITH,2025-02-15T21:39:10Z,2188966.78
PER_0919,ACC_0290,OWNS,,
ACC_0467,ACC_0984,TRANSACTED_WITH,2026-01-29T15:45:27Z,132730.18
PER_0171,PH_0020,OWNS,,
PER_0427,LOC_0062,ASSOCIATED_WITH,,
PER_0787,VEH_0334,OWNS,,
PH_0023,PH_0744,CALLED,2023-02-27T04:15:08Z,1607
PH_0742,PH_0060,CALLED,2025-05-10T17:35:08Z,306
PER_0054,PH_0511,OWNS,,
PER_0238,ORG_0058,ASSOCIATED_WITH,,
PER_0012,PH_1308,OWNS,,
PER_0788,ACC_0522,OWNS,,
PER_0337,ACC_0280,OWNS,,
PER_0293,VEH_0797,OWNS,,
PH_0304,PH_0556,CALLED,2023-10-21T15:23:24Z,83
CASE_0166,PER_0249,PARTICIPATED_IN,,
PER_0342,VEH_0779,OWNS,,
CASE_0049,PER_0912,PARTICIPATED_IN,,
ACC_0911,ACC_0397,TRANSACTED_WITH,2023-10-05T11:33:42Z,2238707.05
PH_0710,PH_0944,CALLED,2023-07-04T01:52:03Z,2766
PER_0911,PH_0214,OWNS,,
PER_0031,LOC_0147,ASSOCIATED_WITH,,
PER_0334,ACC_0772,OWNS,,
PER_0914,ORG_0019,ASSOCIATED_WITH,,
PER_0157,VEH_0096,OWNS,,
PER_0362,LOC_0112,ASSOCIATED_WITH,,
CASE_0098,PER_0749,PARTICIPATED_IN,,
PH_0321,PH_0507,CALLED,2023-07-08T23:03:26Z,2396
PH_0450,PH_0175,CALLED,2024-04-30T00:50:43Z,2323
PER_0116,ORG_0068,ASSOCIATED_WITH,,
ACC_0245,ACC_0805,TRANSACTED_WITH,2023-04-20T14:56:20Z,2134888.02
PER_0911,LOC_0013,ASSOCIATED_WITH,,
ACC_0254,ACC_0489,TRANSACTED_WITH,2024-01-07T17:42:06Z,658398.17
PER_0321,VEH_0490,OWNS,,
ACC_0767,ACC_1189,TRANSACTED_WITH,2023-02-09T23:29:47Z,471062.63
PER_0791,LOC_0058,ASSOCIATED_WITH,,
PH_0017,PH_1007,CALLED,2025-08-21T09:36:44Z,3321
PH_0554,PH_0985,CALLED,2025-07-12T01:23:51Z,2471
CASE_0150,PER_0672,PARTICIPATED_IN,,
PER_0921,PH_1123,OWNS,,
ACC_0096,ACC_0130,TRANSACTED_WITH,2023-05-09T02:15:55Z,474667.17
ACC_1027,ACC_1159,TRANSACTED_WITH,2025-10-06T08:24:01Z,1610598.15
PH_0061,PH_0192,CALLED,2025-08-03T14:11:51Z,3270
PER_0173,LOC_0084,ASSOCIATED_WITH,,
PER_0741,ACC_0734,OWNS,,
PH_1284,PH_0328,CALLED,2023-04-12T15:44:17Z,275
PER_0973,PH_0559,OWNS,,
PER_0828,ORG_0081,ASSOCIATED_WITH,,
PER_0455,LOC_0013,ASSOCIATED_WITH,,
PER_0655,PH_0863,OWNS,,
CASE_0155,PER_0342,PARTICIPATED_IN,,
PH_0874,PH_0415,CALLED,2024-10-04T01:55:10Z,2067
CASE_0153,PER_0776,PARTICIPATED_IN,,
PER_0042,ACC_0192,OWNS,,
ACC_0125,ACC_0640,TRANSACTED_WITH,2023-08-07T10:13:24Z,1525938.99
PH_0975,PH_0421,CALLED,2023-12-28T14:32:06Z,1618
PH_0104,PH_1357,CALLED,2024-05-26T12:41:14Z,2325
PER_0196,VEH_0638,OWNS,,
PER_0750,PH_0003,OWNS,,
ACC_0986,ACC_0261,TRANSACTED_WITH,2024-05-02T09:46:43Z,1416225.93
PH_0381,PH_1027,CALLED,2024-04-14T02:35:03Z,572
ACC_0001,ACC_0050,TRANSACTED_WITH,2026-05-18T09:32:03Z,2371039.33
PER_0246,PH_0601,OWNS,,
CASE_0156,PER_0443,PARTICIPATED_IN,,
PER_0374,ORG_0070,ASSOCIATED_WITH,,
PH_0539,PH_0819,CALLED,2024-05-27T00:59:04Z,1499
PER_0526,VEH_0454,OWNS,,
PER_0775,PH_0088,OWNS,,
PH_0568,PH_0675,CALLED,2025-04-12T04:00:33Z,1239
ACC_0918,ACC_1074,TRANSACTED_WITH,2024-11-30T16:10:06Z,2467303.54
PER_0512,VEH_0778,OWNS,,
ACC_0117,ACC_0666,TRANSACTED_WITH,2025-07-29T22:59:20Z,2326371.27
PER_0747,LOC_0117,ASSOCIATED_WITH,,
ACC_0653,ACC_0835,TRANSACTED_WITH,2024-12-23T05:17:15Z,1507180.61
ACC_0976,ACC_0361,TRANSACTED_WITH,2023-07-02T09:31:30Z,822097.6
PER_0629,ORG_0078,ASSOCIATED_WITH,,
PER_0546,ORG_0110,ASSOCIATED_WITH,,
PH_1311,PH_0442,CALLED,2023-04-28T01:57:12Z,2336
PER_0890,VEH_0431,OWNS,,
ACC_0859,ACC_0780,TRANSACTED_WITH,2024-06-11T11:06:30Z,1203820.77
PER_0171,LOC_0079,ASSOCIATED_WITH,,
PER_0826,VEH_0374,OWNS,,
PER_0312,VEH_0705,OWNS,,
PH_0906,PH_0226,CALLED,2024-08-02T20:53:59Z,2391
CASE_0248,PER_0906,PARTICIPATED_IN,,
ACC_1185,ACC_1184,TRANSACTED_WITH,2024-04-18T01:30:02Z,725010.01
PER_0510,VEH_0311,OWNS,,
PER_0512,LOC_0074,ASSOCIATED_WITH,,
PER_0845,ORG_0062,ASSOCIATED_WITH,,
PH_0670,PH_1090,CALLED,2026-04-18T14:43:57Z,780
CASE_0140,PER_0707,PARTICIPATED_IN,,
ACC_0818,ACC_1088,TRANSACTED_WITH,2023-03-26T14:18:59Z,326121.0
PER_0036,VEH_0647,OWNS,,
PH_0126,PH_0521,CALLED,2025-10-19T20:55:03Z,574
ACC_0990,ACC_0443,TRANSACTED_WITH,2024-06-19T18:42:59Z,454228.42
PER_0411,ACC_0598,OWNS,,
ACC_0079,ACC_0550,TRANSACTED_WITH,2026-05-13T12:46:52Z,481225.05
