person_id,location_id,association_type
PER_0366,LOC_0144,Meeting Point
PER_0367,LOC_0002,Meeting Point
PER_0368,LOC_0138,Frequent Hideout
PER_0369,LOC_0069,Spotted
PER_0370,LOC_0095,Spotted
PER_0370,LOC_0123,Meeting Point
PER_0370,LOC_0063,Frequent Hideout
PER_0371,LOC_0034,Meeting Point
PER_0372,LOC_0010,Spotted
PER_0372,LOC_0015,Spotted
PER_0373,LOC_0087,Spotted
PER_0374,LOC_0150,Residence
PER_0374,LOC_0121,Frequent Hideout
PER_0374,LOC_0056,Meeting Point
PER_0375,LOC_0033,Frequent Hideout
PER_0376,LOC_0089,Spotted
PER_0376,LOC_0115,Frequent Hideout
PER_0376,LOC_0006,Spotted
PER_0377,LOC_0040,Spotted
PER_0378,LOC_0087,Meeting Point
PER_0378,LOC_0075,Frequent Hideout
PER_0379,LOC_0116,Spotted
PER_0379,LOC_0118,Residence
PER_0379,LOC_0010,Residence
PER_0380,LOC_0123,Residence
PER_0380,LOC_0143,Spotted
PER_0381,LOC_0108,Meeting Point
PER_0381,LOC_0074,Frequent Hideout
PER_0381,LOC_0103,Meeting Point
PER_0382,LOC_0098,Spotted
PER_0382,LOC_0003,Spotted
PER_0383,LOC_0068,Frequent Hideout
PER_0383,LOC_0111,Frequent Hideout
PER_0383,LOC_0128,Frequent Hideout
PER_0384,LOC_0046,Spotted
PER_0384,LOC_0019,Spotted
PER_0384,LOC_0042,Spotted
PER_0385,LOC_0120,Residence
PER_0385,LOC_0113,Meeting Point
PER_0385,LOC_0008,Frequent Hideout
PER_0386,LOC_0068,Spotted
PER_0387,LOC_0072,Spotted
PER_0387,LOC_0041,Residence
PER_0387,LOC_0108,Meeting Point
PER_0388,LOC_0007,Spotted
PER_0388,LOC_0143,Frequent Hideout
PER_0389,LOC_0022,Frequent Hideout
PER_0390,LOC_0013,Residence
PER_0390,LOC_0058,Residence
PER_0390,LOC_0063,Frequent Hideout
PER_0391,LOC_0130,Meeting Point
PER_0391,LOC_0128,Frequent Hideout
PER_0391,LOC_0024,Frequent Hideout
PER_0392,LOC_0092,Meeting Point
PER_0393,LOC_0014,Residence
PER_0393,LOC_0083,Residence
PER_0393,LOC_0141,Residence
PER_0394,LOC_0094,Frequent Hideout
PER_0395,LOC_0118,Spotted
PER_0396,LOC_0084,Meeting Point
PER_0397,LOC_0006,Meeting Point
PER_0397,LOC_0034,Meeting Point
PER_0398,LOC_0131,Meeting Point
PER_0399,LOC_0082,Meeting Point
PER_0400,LOC_0111,Meeting Point
PER_0400,LOC_0095,Spotted
PER_0401,LOC_0127,Spotted
PER_0401,LOC_0088,Spotted
PER_0402,LOC_0007,Spotted
PER_0402,LOC_0088,Frequent Hideout
PER_0403,LOC_0100,Residence
PER_0403,LOC_0035,Meeting Point
PER_0403,LOC_0145,Residence
PER_0404,LOC_0132,Spotted
PER_0404,LOC_0094,Residence
PER_0405,LOC_0058,Spotted
PER_0405,LOC_0089,Frequent Hideout
PER_0405,LOC_0042,Spotted
PER_0406,LOC_0016,Meeting Point
PER_0407,LOC_0136,Residence
PER_0407,LOC_0129,Meeting Point
PER_0407,LOC_0042,Spotted
PER_0408,LOC_0018,Frequent Hideout
PER_0409,LOC_0077,Spotted
PER_0410,LOC_0076,Frequent Hideout
PER_0410,LOC_0082,Residence
PER_0411,LOC_0011,Frequent Hideout
PER_0412,LOC_0099,Meeting Point
PER_0412,LOC_0068,Frequent Hideout
PER_0413,LOC_0132,Frequent Hideout
PER_0414,LOC_0015,Spotted
PER_0414,LOC_0049,Frequent Hideout
PER_0415,LOC_0024,Frequent Hideout
PER_0416,LOC_0073,Frequent Hideout
PER_0416,LOC_0074,Frequent Hideout
PER_0416,LOC_0003,Meeting Point
PER_0417,LOC_0075,Residence
PER_0418,LOC_0065,Residence
PER_0418,LOC_0024,Residence
PER_0418,LOC_0046,Spotted
PER_0419,LOC_0043,Spotted
PER_0419,LOC_0091,Residence
PER_0419,LOC_0123,Residence
PER_0420,LOC_0123,Residence
PER_0420,LOC_0065,Frequent Hideout
PER_0421,LOC_0061,Spotted
PER_0421,LOC_0040,Meeting Point
PER_0421,LOC_0084,Residence
PER_0422,LOC_0142,Residence
PER_0423,LOC_0053,Spotted
PER_0424,LOC_0060,Spotted
PER_0424,LOC_0068,Meeting Point
PER_0424,LOC_0129,Residence
PER_0425,LOC_0055,Meeting Point
PER_0426,LOC_0046,Meeting Point
PER_0426,LOC_0119,Residence
PER_0426,LOC_0110,Frequent Hideout
PER_0427,LOC_0062,Frequent Hideout
PER_0427,LOC_0075,Residence
PER_0428,LOC_0039,Residence
PER_0429,LOC_0023,Frequent Hideout
PER_0430,LOC_0022,Residence
PER_0430,LOC_0058,Spotted
PER_0430,LOC_0011,Spotted
PER_0431,LOC_0009,Residence
PER_0431,LOC_0042,Residence
PER_0431,LOC_0135,Meeting Point
PER_0432,LOC_0106,Frequent Hideout
PER_0432,LOC_0078,Frequent Hideout
PER_0432,LOC_0093,Residence
PER_0433,LOC_0028,Frequent Hideout
PER_0433,LOC_0148,Residence
PER_0433,LOC_0010,Frequent Hideout
PER_0434,LOC_0083,Meeting Point
PER_0435,LOC_0053,Frequent Hideout
PER_0435,LOC_0025,Frequent Hideout
PER_0435,LOC_0114,Meeting Point
PER_0436,LOC_0103,Spotted
PER_0436,LOC_0126,Residence
PER_0436,LOC_0014,Meeting Point
PER_0437,LOC_0003,Frequent Hideout
PER_0438,LOC_0141,Residence
PER_0438,LOC_0145,Meeting Point
PER_0438,LOC_0024,Spotted
PER_0439,LOC_0083,Residence
PER_0440,LOC_0062,Frequent Hideout
PER_0441,LOC_0006,Frequent Hideout
PER_0442,LOC_0068,Meeting Point
PER_0442,LOC_0095,Residence
PER_0443,LOC_0020,Meeting Point
PER_0443,LOC_0066,Meeting Point
PER_0444,LOC_0015,Meeting Point
PER_0444,LOC_0127,Spotted
PER_0445,LOC_0040,Frequent Hideout
PER_0445,LOC_0092,Frequent Hideout
PER_0445,LOC_0118,Residence
PER_0446,LOC_0054,Meeting Point
PER_0446,LOC_0031,Residence
PER_0447,LOC_0128,Residence
PER_0448,LOC_0015,Spotted
PER_0449,LOC_0113,Meeting Point
PER_0449,LOC_0008,Frequent Hideout
PER_0449,LOC_0049,Residence
PER_0450,LOC_0103,Residence
PER_0450,LOC_0119,Residence
PER_0451,LOC_0072,Meeting Point
PER_0451,LOC_0104,Meeting Point
PER_0452,LOC_0063,Frequent Hideout
PER_0452,LOC_0036,Meeting Point
PER_0452,LOC_0064,Residence
PER_0453,LOC_0127,Residence
PER_0454,LOC_0082,Residence
PER_0454,LOC_0134,Meeting Point
PER_0454,LOC_0003,Residence
PER_0455,LOC_0013,Meeting Point
PER_0455,LOC_0144,Frequent Hideout
PER_0456,LOC_0047,Frequent Hideout
PER_0457,LOC_0056,Meeting Point
PER_0457,LOC_0008,Spotted
PER_0458,LOC_0126,Frequent Hideout
PER_0458,LOC_0076,Frequent Hideout
PER_0458,LOC_0074,Frequent Hideout
PER_0459,LOC_0086,Meeting Point
PER_0459,LOC_0002,Frequent Hideout
PER_0460,LOC_0135,Spotted
PER_0461,LOC_0037,Spotted
PER_0461,LOC_0096,Spotted
PER_0461,LOC_0141,Spotted
PER_0462,LOC_0029,Residence
PER_0462,LOC_0055,Meeting Point
PER_0463,LOC_0055,Spotted
PER_0464,LOC_0043,Meeting Point
PER_0464,LOC_0061,Frequent Hideout
PER_0464,LOC_0110,Meeting Point
PER_0465,LOC_0102,Frequent Hideout
PER_0466,LOC_0062,Residence
PER_0467,LOC_0067,Frequent Hideout
PER_0468,LOC_0066,Spotted
PER_0468,LOC_0113,Spotted
PER_0469,LOC_0108,Meeting Point
PER_0469,LOC_0071,Meeting Point
PER_0470,LOC_0069,Frequent Hideout
PER_0470,LOC_0026,Meeting Point
PER_0470,LOC_0101,Residence
PER_0471,LOC_0010,Meeting Point
PER_0472,LOC_0028,Meeting Point
PER_0473,LOC_0089,Meeting Point
PER_0473,LOC_0044,Meeting Point
PER_0474,LOC_0010,Spotted
PER_0474,LOC_0032,Spotted
PER_0475,LOC_0078,Residence
PER_0475,LOC_0002,Residence
PER_0475,LOC_0132,Spotted
PER_0476,LOC_0021,Meeting Point
PER_0476,LOC_0095,Frequent Hideout
PER_0477,LOC_0029,Meeting Point
PER_0477,LOC_0080,Residence
PER_0477,LOC_0055,Residence
PER_0478,LOC_0138,Residence
PER_0478,LOC_0098,Residence
PER_0479,LOC_0099,Frequent Hideout
PER_0479,LOC_0008,Meeting Point
PER_0480,LOC_0023,Frequent Hideout
PER_0481,LOC_0006,Spotted
PER_0481,LOC_0086,Spotted
PER_0482,LOC_0070,Spotted
PER_0482,LOC_0098,Frequent Hideout
PER_0482,LOC_0090,Meeting Point
PER_0483,LOC_0064,Spotted
PER_0483,LOC_0098,Frequent Hideout
PER_0483,LOC_0130,Meeting Point
PER_0484,LOC_0023,Residence
PER_0484,LOC_0069,Frequent Hideout
PER_0485,LOC_0070,Spotted
PER_0485,LOC_0081,Spotted
PER_0486,LOC_0091,Residence
PER_0486,LOC_0106,Residence
PER_0486,LOC_0109,Frequent Hideout
PER_0487,LOC_0023,Residence
PER_0488,LOC_0106,Meeting Point
PER_0488,LOC_0036,Frequent Hideout
PER_0488,LOC_0039,Frequent Hideout
PER_0489,LOC_0097,Frequent Hideout
PER_0489,LOC_0121,Residence
PER_0489,LOC_0069,Meeting Point
PER_0490,LOC_0054,Frequent Hideout
PER_0490,LOC_0100,Spotted
PER_0490,LOC_0136,Residence
PER_0491,LOC_0084,Frequent Hideout
PER_0491,LOC_0116,Spotted
PER_0491,LOC_0006,Residence
PER_0492,LOC_0147,Spotted
PER_0492,LOC_0022,Residence
PER_0492,LOC_0105,Residence
PER_0493,LOC_0049,Meeting Point
PER_0494,LOC_0067,Spotted
PER_0494,LOC_0005,Spotted
PER_0494,LOC_0062,Spotted
PER_0495,LOC_0122,Meeting Point
PER_0496,LOC_0004,Meeting Point
PER_0497,LOC_0125,Spotted
PER_0498,LOC_0148,Spotted
PER_0498,LOC_0086,Frequent Hideout
PER_0498,LOC_0032,Spotted
PER_0499,LOC_0073,Meeting Point
PER_0499,LOC_0100,Spotted
PER_0500,LOC_0036,Meeting Point
PER_0500,LOC_0022,Spotted
PER_0501,LOC_0034,Spotted
PER_0501,LOC_0122,Frequent Hideout
PER_0502,LOC_0002,Meeting Point
PER_0502,LOC_0004,Residence
PER_0502,LOC_0029,Meeting Point
PER_0503,LOC_0070,Spotted
PER_0504,LOC_0149,Spotted
PER_0504,LOC_0073,Frequent Hideout
PER_0505,LOC_0081,Residence
PER_0506,LOC_0055,Frequent Hideout
PER_0506,LOC_0142,Frequent Hideout
PER_0507,LOC_0072,Meeting Point
PER_0507,LOC_0132,Residence
PER_0508,LOC_0012,Meeting Point
PER_0508,LOC_0014,Residence
PER_0508,LOC_0024,Meeting Point
PER_0509,LOC_0027,Spotted
PER_0509,LOC_0033,Meeting Point
PER_0509,LOC_0073,Meeting Point
PER_0510,LOC_0062,Residence
PER_0511,LOC_0145,Spotted
PER_0511,LOC_0078,Residence
PER_0512,LOC_0074,Spotted
PER_0512,LOC_0045,Spotted
PER_0512,LOC_0063,Frequent Hideout
PER_0513,LOC_0052,Frequent Hideout
PER_0513,LOC_0055,Meeting Point
PER_0513,LOC_0124,Spotted
PER_0514,LOC_0126,Residence
PER_0514,LOC_0147,Frequent Hideout
PER_0515,LOC_0036,Meeting Point
PER_0516,LOC_0097,Meeting Point
PER_0516,LOC_0071,Meeting Point
PER_0517,LOC_0022,Spotted
PER_0518,LOC_0144,Meeting Point
PER_0518,LOC_0034,Residence
PER_0518,LOC_0017,Spotted
PER_0519,LOC_0001,Meeting Point
PER_0520,LOC_0148,Meeting Point
PER_0520,LOC_0031,Residence
PER_0520,LOC_0030,Residence
PER_0521,LOC_0103,Spotted
PER_0521,LOC_0066,Meeting Point
PER_0522,LOC_0021,Frequent Hideout
PER_0522,LOC_0027,Residence
PER_0522,LOC_0150,Meeting Point
PER_0523,LOC_0078,Spotted
PER_0523,LOC_0045,Meeting Point
PER_0524,LOC_0133,Spotted
PER_0525,LOC_0048,Meeting Point
PER_0525,LOC_0062,Spotted
PER_0525,LOC_0128,Meeting Point
PER_0526,LOC_0002,Meeting Point
PER_0526,LOC_0015,Residence
PER_0527,LOC_0038,Frequent Hideout
PER_0527,LOC_0088,Spotted
PER_0527,LOC_0063,Residence
PER_0528,LOC_0023,Residence
PER_0529,LOC_0042,Meeting Point
PER_0529,LOC_0043,Residence
PER_0529,LOC_0104,Meeting Point
PER_0530,LOC_0104,Frequent Hideout
PER_0530,LOC_0106,Meeting Point
PER_0530,LOC_0005,Spotted
PER_0531,LOC_0053,Spotted
PER_0531,LOC_0141,Meeting Point
PER_0531,LOC_0056,Residence
PER_0532,LOC_0079,Frequent Hideout
PER_0532,LOC_0104,Residence
PER_0533,LOC_0001,Meeting Point
PER_0533,LOC_0004,Residence
PER_0533,LOC_0049,Residence
PER_0534,LOC_0012,Meeting Point
PER_0534,LOC_0063,Residence
PER_0535,LOC_0132,Frequent Hideout
PER_0535,LOC_0107,Frequent Hideout
PER_0535,LOC_0112,Residence
PER_0536,LOC_0009,Frequent Hideout
PER_0536,LOC_0147,Spotted
PER_0537,LOC_0070,Meeting Point
PER_0537,LOC_0040,Spotted
PER_0537,LOC_0112,Meeting Point
PER_0538,LOC_0046,Spotted
PER_0538,LOC_0105,Residence
PER_0539,LOC_0074,Spotted
PER_0539,LOC_0069,Meeting Point
PER_0540,LOC_0114,Meeting Point
PER_0540,LOC_0035,Meeting Point
PER_0541,LOC_0093,Residence
PER_0541,LOC_0071,Frequent Hideout
PER_0542,LOC_0027,Meeting Point
PER_0542,LOC_0115,Meeting Point
PER_0542,LOC_0070,Spotted
PER_0543,LOC_0011,Frequent Hideout
PER_0544,LOC_0086,Frequent Hideout
PER_0544,LOC_0034,Residence
PER_0545,LOC_0112,Frequent Hideout
PER_0546,LOC_0058,Frequent Hideout
PER_0546,LOC_0015,Frequent Hideout
PER_0547,LOC_0100,Frequent Hideout
PER_0547,LOC_0066,Spotted
PER_0547,LOC_0089,Meeting Point
PER_0548,LOC_0062,Residence
PER_0549,LOC_0009,Residence
PER_0549,LOC_0119,Meeting Point
PER_0549,LOC_0067,Frequent Hideout
PER_0550,LOC_0023,Spotted
PER_0550,LOC_0111,Frequent Hideout
PER_0551,LOC_0039,Meeting Point
PER_0551,LOC_0070,Meeting Point
PER_0551,LOC_0120,Spotted
PER_0552,LOC_0033,Spotted
PER_0553,LOC_0143,Residence
PER_0553,LOC_0052,Residence
PER_0553,LOC_0124,Spotted
PER_0554,LOC_0103,Meeting Point
PER_0555,LOC_0054,Meeting Point
PER_0555,LOC_0050,Meeting Point
PER_0555,LOC_0035,Frequent Hideout
PER_0556,LOC_0067,Frequent Hideout
PER_0557,LOC_0137,Spotted
PER_0558,LOC_0103,Frequent Hideout
PER_0558,LOC_0041,Meeting Point
PER_0558,LOC_0134,Frequent Hideout
PER_0559,LOC_0128,Frequent Hideout
PER_0560,LOC_0087,Frequent Hideout
PER_0561,LOC_0010,Frequent Hideout
PER_0562,LOC_0121,Residence
PER_0563,LOC_0140,Spotted
PER_0564,LOC_0054,Spotted
PER_0565,LOC_0053,Meeting Point
PER_0566,LOC_0069,Frequent Hideout
PER_0567,LOC_0060,Frequent Hideout
PER_0568,LOC_0032,Frequent Hideout
PER_0568,LOC_0138,Spotted
PER_0568,LOC_0132,Spotted
PER_0569,LOC_0022,Spotted
PER_0569,LOC_0033,Meeting Point
PER_0570,LOC_0004,Frequent Hideout
PER_0570,LOC_0069,Meeting Point
PER_0570,LOC_0119,Residence
PER_0571,LOC_0135,Meeting Point
PER_0571,LOC_0096,Meeting Point
PER_0571,LOC_0030,Meeting Point
PER_0572,LOC_0005,Spotted
PER_0572,LOC_0099,Spotted
PER_0572,LOC_0076,Spotted
PER_0573,LOC_0037,Spotted
PER_0573,LOC_0025,Meeting Point
PER_0574,LOC_0139,Frequent Hideout
PER_0574,LOC_0057,Meeting Point
PER_0574,LOC_0119,Spotted
PER_0575,LOC_0083,Frequent Hideout
PER_0576,LOC_0038,Meeting Point
PER_0576,LOC_0116,Spotted
PER_0576,LOC_0051,Frequent Hideout
PER_0577,LOC_0034,Frequent Hideout
PER_0577,LOC_0135,Residence
PER_0578,LOC_0117,Meeting Point
PER_0579,LOC_0133,Residence
PER_0579,LOC_0056,Spotted
PER_0579,LOC_0055,Residence
PER_0580,LOC_0043,Residence
PER_0581,LOC_0131,Meeting Point
PER_0581,LOC_0096,Spotted
PER_0581,LOC_0149,Spotted
PER_0582,LOC_0008,Frequent Hideout
PER_0583,LOC_0003,Meeting Point
PER_0583,LOC_0102,Meeting Point
PER_0584,LOC_0135,Meeting Point
PER_0584,LOC_0104,Meeting Point
PER_0584,LOC_0010,Frequent Hideout
PER_0585,LOC_0127,Meeting Point
PER_0585,LOC_0107,Residence
PER_0586,LOC_0146,Meeting Point
PER_0586,LOC_0148,Frequent Hideout
PER_0587,LOC_0144,Spotted
PER_0588,LOC_0023,Spotted
PER_0588,LOC_0001,Frequent Hideout
PER_0588,LOC_0060,Spotted
PER_0589,LOC_0121,Meeting Point
PER_0590,LOC_0040,Residence
PER_0591,LOC_0091,Meeting Point
PER_0591,LOC_0145,Frequent Hideout
PER_0592,LOC_0114,Meeting Point
PER_0592,LOC_0076,Frequent Hideout
PER_0592,LOC_0053,Spotted
PER_0593,LOC_0087,Frequent Hideout
PER_0593,LOC_0074,Spotted
PER_0593,LOC_0002,Spotted
PER_0594,LOC_0074,Meeting Point
PER_0594,LOC_0107,Spotted
PER_0594,LOC_0093,Frequent Hideout
PER_0595,LOC_0121,Residence
PER_0596,LOC_0126,Residence
PER_0596,LOC_0056,Frequent Hideout
PER_0596,LOC_0009,Residence
PER_0597,LOC_0038,Meeting Point
PER_0598,LOC_0098,Meeting Point
PER_0599,LOC_0043,Spotted
PER_0600,LOC_0100,Frequent Hideout
PER_0600,LOC_0119,Frequent Hideout
PER_0600,LOC_0053,Frequent Hideout
PER_0601,LOC_0130,Spotted
PER_0601,LOC_0116,Frequent Hideout
PER_0602,LOC_0017,Residence
PER_0602,LOC_0110,Residence
PER_0602,LOC_0101,Residence
PER_0603,LOC_0003,Spotted
PER_0604,LOC_0133,Residence
PER_0604,LOC_0111,Meeting Point
PER_0604,LOC_0102,Frequent Hideout
PER_0605,LOC_0040,Spotted
PER_0605,LOC_0106,Meeting Point
PER_0605,LOC_0080,Frequent Hideout
PER_0606,LOC_0121,Spotted
PER_0606,LOC_0132,Spotted
PER_0606,LOC_0092,Residence
PER_0607,LOC_0111,Residence
PER_0607,LOC_0015,Frequent Hideout
PER_0608,LOC_0025,Spotted
PER_0608,LOC_0107,Spotted
PER_0609,LOC_0144,Spotted
PER_0609,LOC_0028,Spotted
PER_0609,LOC_0004,Meeting Point
PER_0610,LOC_0070,Meeting Point
PER_0611,LOC_0148,Spotted
PER_0611,LOC_0077,Meeting Point
PER_0612,LOC_0060,Meeting Point
PER_0613,LOC_0015,Residence
PER_0613,LOC_0084,Spotted
PER_0613,LOC_0034,Meeting Point
PER_0614,LOC_0089,Frequent Hideout
PER_0614,LOC_0023,Meeting Point
PER_0615,LOC_0078,Residence
PER_0615,LOC_0116,Frequent Hideout
PER_0615,LOC_0114,Meeting Point
PER_0616,LOC_0063,Spotted
PER_0616,LOC_0068,Residence
PER_0617,LOC_0104,Frequent Hideout
PER_0617,LOC_0131,Residence
PER_0617,LOC_0082,Meeting Point
PER_0618,LOC_0083,Residence
PER_0619,LOC_0062,Residence
PER_0620,LOC_0147,Meeting Point
PER_0620,LOC_0100,Frequent Hideout
PER_0620,LOC_0072,Spotted
PER_0621,LOC_0077,Frequent Hideout
PER_0622,LOC_0065,Meeting Point
PER_0622,LOC_0136,Spotted
PER_0623,LOC_0029,Frequent Hideout
PER_0624,LOC_0092,Meeting Point
PER_0625,LOC_0061,Meeting Point
PER_0626,LOC_0002,Residence
PER_0627,LOC_0085,Spotted
PER_0628,LOC_0075,Meeting Point
PER_0628,LOC_0098,Residence
PER_0629,LOC_0016,Meeting Point
PER_0629,LOC_0055,Meeting Point
PER_0630,LOC_0113,Meeting Point
PER_0630,LOC_0071,Meeting Point
PER_0631,LOC_0150,Meeting Point
PER_0631,LOC_0032,Residence
PER_0631,LOC_0021,Frequent Hideout
PER_0632,LOC_0030,Spotted
PER_0633,LOC_0061,Meeting Point
PER_0634,LOC_0081,Meeting Point
PER_0634,LOC_0090,Residence
PER_0634,LOC_0142,Residence
PER_0635,LOC_0078,Residence
PER_0636,LOC_0134,Frequent Hideout
PER_0636,LOC_0057,Frequent Hideout
PER_0637,LOC_0034,Meeting Point
PER_0637,LOC_0140,Meeting Point
PER_0638,LOC_0026,Frequent Hideout
PER_0639,LOC_0081,Frequent Hideout
PER_0639,LOC_0001,Spotted
PER_0639,LOC_0007,Meeting Point
PER_0640,LOC_0133,Residence
PER_0641,LOC_0008,Residence
PER_0642,LOC_0076,Spotted
PER_0643,LOC_0025,Residence
PER_0643,LOC_0139,Spotted
PER_0644,LOC_0015,Spotted
PER_0644,LOC_0099,Residence
PER_0644,LOC_0024,Frequent Hideout
PER_0645,LOC_0096,Spotted
PER_0645,LOC_0010,Spotted
PER_0646,LOC_0148,Residence
PER_0647,LOC_0057,Meeting Point
PER_0647,LOC_0148,Residence
PER_0647,LOC_0106,Meeting Point
PER_0648,LOC_0127,Residence
PER_0648,LOC_0020,Residence
PER_0648,LOC_0124,Spotted
PER_0649,LOC_0038,Spotted
PER_0649,LOC_0053,Residence
PER_0649,LOC_0042,Meeting Point
PER_0650,LOC_0026,Frequent Hideout
PER_0650,LOC_0109,Frequent Hideout
PER_0650,LOC_0022,Frequent Hideout
PER_0651,LOC_0020,Frequent Hideout
PER_0652,LOC_0148,Frequent Hideout
PER_0652,LOC_0091,Frequent Hideout
PER_0653,LOC_0145,Spotted
PER_0654,LOC_0014,Frequent Hideout
PER_0655,LOC_0019,Meeting Point
PER_0655,LOC_0121,Spotted
PER_0656,LOC_0143,Frequent Hideout
PER_0656,LOC_0090,Meeting Point
PER_0656,LOC_0099,Spotted
PER_0657,LOC_0002,Residence
PER_0657,LOC_0100,Residence
PER_0657,LOC_0103,Frequent Hideout
PER_0658,LOC_0034,Frequent Hideout
PER_0658,LOC_0009,Residence
PER_0659,LOC_0095,Meeting Point
PER_0659,LOC_0019,Spotted
PER_0660,LOC_0024,Residence
PER_0660,LOC_0044,Residence
PER_0661,LOC_0111,Residence
PER_0661,LOC_0013,Residence
PER_0661,LOC_0017,Frequent Hideout
PER_0662,LOC_0059,Residence
PER_0662,LOC_0057,Frequent Hideout
PER_0662,LOC_0051,Spotted
PER_0663,LOC_0150,Meeting Point
PER_0663,LOC_0131,Frequent Hideout
PER_0664,LOC_0110,Frequent Hideout
PER_0665,LOC_0030,Spotted
PER_0666,LOC_0088,Residence
PER_0666,LOC_0111,Residence
PER_0666,LOC_0143,Meeting Point
PER_0667,LOC_0028,Residence
PER_0667,LOC_0147,Spotted
PER_0667,LOC_0104,Spotted
PER_0668,LOC_0089,Frequent Hideout
PER_0669,LOC_0017,Frequent Hideout
PER_0670,LOC_0056,Meeting Point
PER_0671,LOC_0133,Residence
PER_0672,LOC_0071,Residence
PER_0672,LOC_0027,Spotted
PER_0673,LOC_0105,Residence
PER_0673,LOC_0011,Meeting Point
PER_0674,LOC_0066,Residence
PER_0675,LOC_0061,Spotted
PER_0675,LOC_0070,Spotted
PER_0675,LOC_0109,Spotted
PER_0676,LOC_0091,Residence
PER_0676,LOC_0008,Spotted
PER_0676,LOC_0104,Residence
PER_0677,LOC_0034,Spotted
PER_0677,LOC_0117,Spotted
PER_0678,LOC_0111,Frequent Hideout
PER_0678,LOC_0143,Spotted
PER_0679,LOC_0011,Frequent Hideout
PER_0679,LOC_0125,Spotted
PER_0679,LOC_0067,Residence
PER_0680,LOC_0037,Spotted
PER_0680,LOC_0005,Spotted
PER_0681,LOC_0114,Frequent Hideout
PER_0681,LOC_0111,Spotted
PER_0682,LOC_0137,Spotted
PER_0683,LOC_0104,Residence
PER_0683,LOC_0100,Spotted
PER_0684,LOC_0012,Residence
PER_0685,LOC_0074,Frequent Hideout
PER_0685,LOC_0127,Meeting Point
PER_0686,LOC_0121,Spotted
PER_0687,LOC_0097,Residence
PER_0687,LOC_0133,Frequent Hideout
PER_0687,LOC_0082,Meeting Point
PER_0688,LOC_0115,Meeting Point
PER_0689,LOC_0031,Meeting Point
PER_0690,LOC_0036,Meeting Point
PER_0690,LOC_0139,Meeting Point
PER_0691,LOC_0049,Spotted
PER_0692,LOC_0134,Meeting Point
PER_0692,LOC_0033,Meeting Point
PER_0692,LOC_0070,Meeting Point
PER_0693,LOC_0012,Spotted
PER_0693,LOC_0032,Meeting Point
PER_0693,LOC_0102,Frequent Hideout
PER_0694,LOC_0126,Residence
PER_0694,LOC_0076,Frequent Hideout
PER_0695,LOC_0094,Meeting Point
PER_0696,LOC_0053,Residence
PER_0697,LOC_0038,Frequent Hideout
PER_0697,LOC_0083,Frequent Hideout
PER_0697,LOC_0071,Spotted
PER_0698,LOC_0088,Meeting Point
PER_0699,LOC_0001,Spotted
PER_0700,LOC_0134,Residence
PER_0700,LOC_0080,Meeting Point
PER_0700,LOC_0100,Frequent Hideout
PER_0701,LOC_0093,Residence
PER_0702,LOC_0039,Spotted
PER_0702,LOC_0003,Frequent Hideout
PER_0703,LOC_0051,Frequent Hideout
PER_0703,LOC_0023,Residence
PER_0704,LOC_0070,Residence
PER_0704,LOC_0096,Spotted
PER_0704,LOC_0106,Frequent Hideout
PER_0705,LOC_0039,Frequent Hideout
PER_0705,LOC_0063,Frequent Hideout
PER_0706,LOC_0032,Frequent Hideout
PER_0706,LOC_0002,Spotted
PER_0706,LOC_0022,Spotted
PER_0707,LOC_0058,Residence
PER_0707,LOC_0028,Spotted
PER_0707,LOC_0071,Residence
PER_0708,LOC_0125,Spotted
PER_0708,LOC_0132,Frequent Hideout
PER_0708,LOC_0057,Meeting Point
PER_0709,LOC_0140,Spotted
PER_0709,LOC_0039,Residence
PER_0710,LOC_0025,Residence
PER_0711,LOC_0136,Frequent Hideout
PER_0711,LOC_0038,Residence
PER_0712,LOC_0126,Residence
PER_0713,LOC_0028,Meeting Point
PER_0713,LOC_0004,Frequent Hideout
PER_0713,LOC_0011,Spotted
PER_0714,LOC_0105,Spotted
PER_0715,LOC_0133,Frequent Hideout
PER_0715,LOC_0112,Spotted
PER_0716,LOC_0130,Meeting Point
PER_0716,LOC_0122,Spotted
PER_0717,LOC_0033,Frequent Hideout
PER_0717,LOC_0107,Spotted
PER_0718,LOC_0134,Frequent Hideout
PER_0718,LOC_0137,Meeting Point
PER_0718,LOC_0037,Frequent Hideout
PER_0719,LOC_0080,Frequent Hideout
PER_0719,LOC_0076,Frequent Hideout
PER_0720,LOC_0083,Residence
PER_0720,LOC_0052,Residence
PER_0720,LOC_0084,Meeting Point
PER_0721,LOC_0143,Residence
PER_0721,LOC_0048,Spotted
PER_0721,LOC_0142,Residence
PER_0722,LOC_0065,Spotted
PER_0723,LOC_0059,Frequent Hideout
PER_0723,LOC_0142,Meeting Point
PER_0724,LOC_0002,Spotted
PER_0725,LOC_0102,Meeting Point
PER_0725,LOC_0122,Meeting Point
PER_0726,LOC_0012,Frequent Hideout
PER_0726,LOC_0137,Meeting Point
PER_0727,LOC_0083,Meeting Point
PER_0727,LOC_0129,Residence
PER_0728,LOC_0034,Spotted
PER_0728,LOC_0015,Frequent Hideout
PER_0728,LOC_0121,Residence
PER_0729,LOC_0056,Spotted
PER_0729,LOC_0100,Frequent Hideout
PER_0729,LOC_0143,Residence
