evidence_id,case_id,evidence_type,description
EVD_0419,CASE_0025,Digital Phone Dump,Physical item recovered during raid
EVD_0420,CASE_0248,CCTV Footage,Physical item recovered during raid
EVD_0421,CASE_0206,Digital Phone Dump,Physical item recovered during raid
EVD_0422,CASE_0109,Forged Documents,Physical item recovered during raid
EVD_0423,CASE_0033,Financial Ledger,Physical item recovered during raid
EVD_0424,CASE_0070,Forged Documents,Physical item recovered during raid
EVD_0425,CASE_0200,CCTV Footage,Physical item recovered during raid
EVD_0426,CASE_0230,Seized Narcotics,Physical item recovered during raid
EVD_0427,CASE_0176,Seized Narcotics,Physical item recovered during raid
EVD_0428,CASE_0145,Financial Ledger,Physical item recovered during raid
EVD_0429,CASE_0133,Seized Narcotics,Physical item recovered during raid
EVD_0430,CASE_0079,Seized Narcotics,Physical item recovered during raid
EVD_0431,CASE_0218,Seized Narcotics,Physical item recovered during raid
EVD_0432,CASE_0200,Financial Ledger,Physical item recovered during raid
EVD_0433,CASE_0099,Seized Narcotics,Physical item recovered during raid
EVD_0434,CASE_0213,Financial Ledger,Physical item recovered during raid
EVD_0435,CASE_0156,Forged Documents,Physical item recovered during raid
EVD_0436,CASE_0197,Seized Narcotics,Physical item recovered during raid
EVD_0437,CASE_0011,Seized Narcotics,Physical item recovered during raid
EVD_0438,CASE_0019,CCTV Footage,Physical item recovered during raid
EVD_0439,CASE_0172,Seized Narcotics,Physical item recovered during raid
EVD_0440,CASE_0248,Seized Narcotics,Physical item recovered during raid
EVD_0441,CASE_0116,Digital Phone Dump,Physical item recovered during raid
EVD_0442,CASE_0133,CCTV Footage,Physical item recovered during raid
EVD_0443,CASE_0241,Financial Ledger,Physical item recovered during raid
EVD_0444,CASE_0066,Forged Documents,Physical item recovered during raid
EVD_0445,CASE_0113,Digital Phone Dump,Physical item recovered during raid
EVD_0446,CASE_0162,Financial Ledger,Physical item recovered during raid
EVD_0447,CASE_0187,Forged Documents,Physical item recovered during raid
EVD_0448,CASE_0073,Digital Phone Dump,Physical item recovered during raid
EVD_0449,CASE_0217,Forged Documents,Physical item recovered during raid
EVD_0450,CASE_0193,CCTV Footage,Physical item recovered during raid
EVD_0451,CASE_0060,CCTV Footage,Physical item recovered during raid
EVD_0452,CASE_0163,Seized Narcotics,Physical item recovered during raid
EVD_0453,CASE_0142,CCTV Footage,Physical item recovered during raid
EVD_0454,CASE_0071,Seized Narcotics,Physical item recovered during raid
EVD_0455,CASE_0054,Seized Narcotics,Physical item recovered during raid
EVD_0456,CASE_0148,CCTV Footage,Physical item recovered during raid
EVD_0457,CASE_0082,CCTV Footage,Physical item recovered during raid
EVD_0458,CASE_0097,Forged Documents,Physical item recovered during raid
EVD_0459,CASE_0018,CCTV Footage,Physical item recovered during raid
EVD_0460,CASE_0057,Digital Phone Dump,Physical item recovered during raid
EVD_0461,CASE_0028,Digital Phone Dump,Physical item recovered during raid
EVD_0462,CASE_0246,Seized Narcotics,Physical item recovered during raid
EVD_0463,CASE_0090,Financial Ledger,Physical item recovered during raid
EVD_0464,CASE_0033,CCTV Footage,Physical item recovered during raid
EVD_0465,CASE_0164,Financial Ledger,Physical item recovered during raid
EVD_0466,CASE_0168,Digital Phone Dump,Physical item recovered during raid
EVD_0467,CASE_0092,Seized Narcotics,Physical item recovered during raid
EVD_0468,CASE_0027,Seized Narcotics,Physical item recovered during raid
EVD_0469,CASE_0248,CCTV Footage,Physical item recovered during raid
EVD_0470,CASE_0168,Seized Narcotics,Physical item recovered during raid
EVD_0471,CASE_0051,Financial Ledger,Physical item recovered during raid
EVD_0472,CASE_0154,Financial Ledger,Physical item recovered during raid
EVD_0473,CASE_0221,Seized Narcotics,Physical item recovered during raid
EVD_0474,CASE_0148,Financial Ledger,Physical item recovered during raid
EVD_0475,CASE_0043,CCTV Footage,Physical item recovered during raid
EVD_0476,CASE_0073,Seized Narcotics,Physical item recovered during raid
EVD_0477,CASE_0212,Digital Phone Dump,Physical item recovered during raid
EVD_0478,CASE_0081,CCTV Footage,Physical item recovered during raid
EVD_0479,CASE_0115,CCTV Footage,Physical item recovered during raid
EVD_0480,CASE_0160,CCTV Footage,Physical item recovered during raid
EVD_0481,CASE_0010,Digital Phone Dump,Physical item recovered during raid
EVD_0482,CASE_0195,Digital Phone Dump,Physical item recovered during raid
EVD_0483,CASE_0064,CCTV Footage,Physical item recovered during raid
EVD_0484,CASE_0139,Forged Documents,Physical item recovered during raid
EVD_0485,CASE_0174,Forged Documents,Physical item recovered during raid
EVD_0486,CASE_0120,Forged Documents,Physical item recovered during raid
EVD_0487,CASE_0219,Forged Documents,Physical item recovered during raid
EVD_0488,CASE_0010,Forged Documents,Physical item recovered during raid
EVD_0489,CASE_0213,Digital Phone Dump,Physical item recovered during raid
EVD_0490,CASE_0216,CCTV Footage,Physical item recovered during raid
EVD_0491,CASE_0148,Financial Ledger,Physical item recovered during raid
EVD_0492,CASE_0230,Seized Narcotics,Physical item recovered during raid
EVD_0493,CASE_0229,Digital Phone Dump,Physical item recovered during raid
EVD_0494,CASE_0200,Financial Ledger,Physical item recovered during raid
EVD_0495,CASE_0005,Digital Phone Dump,Physical item recovered during raid
EVD_0496,CASE_0145,CCTV Footage,Physical item recovered during raid
EVD_0497,CASE_0210,Forged Documents,Physical item recovered during raid
EVD_0498,CASE_0141,Digital Phone Dump,Physical item recovered during raid
EVD_0499,CASE_0137,Forged Documents,Physical item recovered during raid
EVD_0500,CASE_0074,Financial Ledger,Physical item recovered during raid
EVD_0501,CASE_0172,Digital Phone Dump,Physical item recovered during raid
EVD_0502,CASE_0006,CCTV Footage,Physical item recovered during raid
EVD_0503,CASE_0026,CCTV Footage,Physical item recovered during raid
EVD_0504,CASE_0051,Forged Documents,Physical item recovered during raid
EVD_0505,CASE_0062,Digital Phone Dump,Physical item recovered during raid
EVD_0506,CASE_0177,CCTV Footage,Physical item recovered during raid
EVD_0507,CASE_0171,Digital Phone Dump,Physical item recovered during raid
EVD_0508,CASE_0163,CCTV Footage,Physical item recovered during raid
EVD_0509,CASE_0224,Forged Documents,Physical item recovered during raid
EVD_0510,CASE_0181,Seized Narcotics,Physical item recovered during raid
EVD_0511,CASE_0047,Forged Documents,Physical item recovered during raid
EVD_0512,CASE_0193,Forged Documents,Physical item recovered during raid
EVD_0513,CASE_0063,CCTV Footage,Physical item recovered during raid
EVD_0514,CASE_0043,Seized Narcotics,Physical item recovered during raid
EVD_0515,CASE_0121,Seized Narcotics,Physical item recovered during raid
EVD_0516,CASE_0090,Financial Ledger,Physical item recovered during raid
EVD_0517,CASE_0144,Seized Narcotics,Physical item recovered during raid
EVD_0518,CASE_0142,Financial Ledger,Physical item recovered during raid
EVD_0519,CASE_0031,Digital Phone Dump,Physical item recovered during raid
EVD_0520,CASE_0058,Seized Narcotics,Physical item recovered during raid
EVD_0521,CASE_0020,Forged Documents,Physical item recovered during raid
EVD_0522,CASE_0131,Forged Documents,Physical item recovered during raid
EVD_0523,CASE_0015,Financial Ledger,Physical item recovered during raid
EVD_0524,CASE_0113,Forged Documents,Physical item recovered during raid
EVD_0525,CASE_0104,Forged Documents,Physical item recovered during raid
EVD_0526,CASE_0127,Seized Narcotics,Physical item recovered during raid
EVD_0527,CASE_0152,Digital Phone Dump,Physical item recovered during raid
EVD_0528,CASE_0181,CCTV Footage,Physical item recovered during raid
EVD_0529,CASE_0142,CCTV Footage,Physical item recovered during raid
EVD_0530,CASE_0035,Seized Narcotics,Physical item recovered during raid
EVD_0531,CASE_0224,Digital Phone Dump,Physical item recovered during raid
EVD_0532,CASE_0016,Digital Phone Dump,Physical item recovered during raid
EVD_0533,CASE_0136,Forged Documents,Physical item recovered during raid
EVD_0534,CASE_0082,Forged Documents,Physical item recovered during raid
EVD_0535,CASE_0070,Seized Narcotics,Physical item recovered during raid
EVD_0536,CASE_0092,CCTV Footage,Physical item recovered during raid
EVD_0537,CASE_0160,Digital Phone Dump,Physical item recovered during raid
EVD_0538,CASE_0061,Seized Narcotics,Physical item recovered during raid
EVD_0539,CASE_0054,Forged Documents,Physical item recovered during raid
EVD_0540,CASE_0004,Forged Documents,Physical item recovered during raid
EVD_0541,CASE_0113,Forged Documents,Physical item recovered during raid
EVD_0542,CASE_0136,Forged Documents,Physical item recovered during raid
EVD_0543,CASE_0029,CCTV Footage,Physical item recovered during raid
EVD_0544,CASE_0224,Digital Phone Dump,Physical item recovered during raid
EVD_0545,CASE_0069,CCTV Footage,Physical item recovered during raid
EVD_0546,CASE_0121,Digital Phone Dump,Physical item recovered during raid
EVD_0547,CASE_0097,Financial Ledger,Physical item recovered during raid
EVD_0548,CASE_0088,Forged Documents,Physical item recovered during raid
EVD_0549,CASE_0017,Digital Phone Dump,Physical item recovered during raid
EVD_0550,CASE_0237,Forged Documents,Physical item recovered during raid
EVD_0551,CASE_0073,CCTV Footage,Physical item recovered during raid
EVD_0552,CASE_0216,Forged Documents,Physical item recovered during raid
EVD_0553,CASE_0123,Financial Ledger,Physical item recovered during raid
EVD_0554,CASE_0179,Financial Ledger,Physical item recovered during raid
EVD_0555,CASE_0025,Financial Ledger,Physical item recovered during raid
EVD_0556,CASE_0081,Digital Phone Dump,Physical item recovered during raid
EVD_0557,CASE_0116,Financial Ledger,Physical item recovered during raid
EVD_0558,CASE_0196,Digital Phone Dump,Physical item recovered during raid
EVD_0559,CASE_0091,Forged Documents,Physical item recovered during raid
EVD_0560,CASE_0185,Financial Ledger,Physical item recovered during raid
EVD_0561,CASE_0249,Financial Ledger,Physical item recovered during raid
EVD_0562,CASE_0174,CCTV Footage,Physical item recovered during raid
EVD_0563,CASE_0137,Digital Phone Dump,Physical item recovered during raid
EVD_0564,CASE_0220,Financial Ledger,Physical item recovered during raid
EVD_0565,CASE_0036,Forged Documents,Physical item recovered during raid
EVD_0566,CASE_0168,CCTV Footage,Physical item recovered during raid
EVD_0567,CASE_0147,Seized Narcotics,Physical item recovered during raid
EVD_0568,CASE_0182,Seized Narcotics,Physical item recovered during raid
EVD_0569,CASE_0209,CCTV Footage,Physical item recovered during raid
EVD_0570,CASE_0094,Seized Narcotics,Physical item recovered during raid
EVD_0571,CASE_0196,Seized Narcotics,Physical item recovered during raid
EVD_0572,CASE_0210,Seized Narcotics,Physical item recovered during raid
EVD_0573,CASE_0081,Forged Documents,Physical item recovered during raid
EVD_0574,CASE_0122,Digital Phone Dump,Physical item recovered during raid
EVD_0575,CASE_0202,Digital Phone Dump,Physical item recovered during raid
EVD_0576,CASE_0140,Financial Ledger,Physical item recovered during raid
EVD_0577,CASE_0020,Financial Ledger,Physical item recovered during raid
EVD_0578,CASE_0118,Forged Documents,Physical item recovered during raid
EVD_0579,CASE_0074,Forged Documents,Physical item recovered during raid
EVD_0580,CASE_0127,Seized Narcotics,Physical item recovered during raid
EVD_0581,CASE_0167,Financial Ledger,Physical item recovered during raid
EVD_0582,CASE_0016,Forged Documents,Physical item recovered during raid
EVD_0583,CASE_0193,CCTV Footage,Physical item recovered during raid
EVD_0584,CASE_0003,CCTV Footage,Physical item recovered during raid
EVD_0585,CASE_0140,Digital Phone Dump,Physical item recovered during raid
EVD_0586,CASE_0130,Digital Phone Dump,Physical item recovered during raid
EVD_0587,CASE_0018,CCTV Footage,Physical item recovered during raid
EVD_0588,CASE_0058,Financial Ledger,Physical item recovered during raid
EVD_0589,CASE_0112,Financial Ledger,Physical item recovered during raid
EVD_0590,CASE_0180,Seized Narcotics,Physical item recovered during raid
EVD_0591,CASE_0046,Forged Documents,Physical item recovered during raid
EVD_0592,CASE_0082,CCTV Footage,Physical item recovered during raid
EVD_0593,CASE_0244,Forged Documents,Physical item recovered during raid
EVD_0594,CASE_0014,Digital Phone Dump,Physical item recovered during raid
EVD_0595,CASE_0236,Financial Ledger,Physical item recovered during raid
EVD_0596,CASE_0192,Financial Ledger,Physical item recovered during raid
EVD_0597,CASE_0097,Digital Phone Dump,Physical item recovered during raid
EVD_0598,CASE_0177,Digital Phone Dump,Physical item recovered during raid
EVD_0599,CASE_0219,Digital Phone Dump,Physical item recovered during raid
EVD_0600,CASE_0200,CCTV Footage,Physical item recovered during raid
EVD_0601,CASE_0148,Digital Phone Dump,Physical item recovered during raid
EVD_0602,CASE_0063,Financial Ledger,Physical item recovered during raid
EVD_0603,CASE_0160,Financial Ledger,Physical item recovered during raid
EVD_0604,CASE_0036,Financial Ledger,Physical item recovered during raid
EVD_0605,CASE_0197,Financial Ledger,Physical item recovered during raid
EVD_0606,CASE_0116,Seized Narcotics,Physical item recovered during raid
EVD_0607,CASE_0087,Seized Narcotics,Physical item recovered during raid
EVD_0608,CASE_0082,Financial Ledger,Physical item recovered during raid
EVD_0609,CASE_0185,Forged Documents,Physical item recovered during raid
EVD_0610,CASE_0219,CCTV Footage,Physical item recovered during raid
EVD_0611,CASE_0241,Digital Phone Dump,Physical item recovered during raid
EVD_0612,CASE_0104,Digital Phone Dump,Physical item recovered during raid
EVD_0613,CASE_0138,CCTV Footage,Physical item recovered during raid
EVD_0614,CASE_0002,Digital Phone Dump,Physical item recovered during raid
EVD_0615,CASE_0206,Digital Phone Dump,Physical item recovered during raid
EVD_0616,CASE_0247,Financial Ledger,Physical item recovered during raid
EVD_0617,CASE_0174,Digital Phone Dump,Physical item recovered during raid
EVD_0618,CASE_0119,Seized Narcotics,Physical item recovered during raid
EVD_0619,CASE_0097,Seized Narcotics,Physical item recovered during raid
EVD_0620,CASE_0171,CCTV Footage,Physical item recovered during raid
EVD_0621,CASE_0192,Forged Documents,Physical item recovered during raid
EVD_0622,CASE_0198,Digital Phone Dump,Physical item recovered during raid
EVD_0623,CASE_0184,CCTV Footage,Physical item recovered during raid
EVD_0624,CASE_0233,Forged Documents,Physical item recovered during raid
EVD_0625,CASE_0149,Forged Documents,Physical item recovered during raid
EVD_0626,CASE_0246,Financial Ledger,Physical item recovered during raid
EVD_0627,CASE_0124,Forged Documents,Physical item recovered during raid
EVD_0628,CASE_0186,Digital Phone Dump,Physical item recovered during raid
EVD_0629,CASE_0244,Digital Phone Dump,Physical item recovered during raid
EVD_0630,CASE_0162,Forged Documents,Physical item recovered during raid
EVD_0631,CASE_0007,Digital Phone Dump,Physical item recovered during raid
EVD_0632,CASE_0176,CCTV Footage,Physical item recovered during raid
EVD_0633,CASE_0089,Financial Ledger,Physical item recovered during raid
EVD_0634,CASE_0121,CCTV Footage,Physical item recovered during raid
EVD_0635,CASE_0194,Forged Documents,Physical item recovered during raid
EVD_0636,CASE_0193,Digital Phone Dump,Physical item recovered during raid
EVD_0637,CASE_0106,CCTV Footage,Physical item recovered during raid
EVD_0638,CASE_0025,CCTV Footage,Physical item recovered during raid
EVD_0639,CASE_0223,Digital Phone Dump,Physical item recovered during raid
EVD_0640,CASE_0236,Seized Narcotics,Physical item recovered during raid
EVD_0641,CASE_0204,CCTV Footage,Physical item recovered during raid
EVD_0642,CASE_0040,Digital Phone Dump,Physical item recovered during raid
EVD_0643,CASE_0186,CCTV Footage,Physical item recovered during raid
EVD_0644,CASE_0244,Financial Ledger,Physical item recovered during raid
EVD_0645,CASE_0024,Digital Phone Dump,Physical item recovered during raid
EVD_0646,CASE_0239,Digital Phone Dump,Physical item recovered during raid
EVD_0647,CASE_0036,CCTV Footage,Physical item recovered during raid
EVD_0648,CASE_0193,Seized Narcotics,Physical item recovered during raid
EVD_0649,CASE_0222,Forged Documents,Physical item recovered during raid
EVD_0650,CASE_0048,Financial Ledger,Physical item recovered during raid
EVD_0651,CASE_0062,CCTV Footage,Physical item recovered during raid
EVD_0652,CASE_0065,Seized Narcotics,Physical item recovered during raid
EVD_0653,CASE_0234,CCTV Footage,Physical item recovered during raid
EVD_0654,CASE_0093,Financial Ledger,Physical item recovered during raid
EVD_0655,CASE_0088,Financial Ledger,Physical item recovered during raid
EVD_0656,CASE_0072,Seized Narcotics,Physical item recovered during raid
EVD_0657,CASE_0216,CCTV Footage,Physical item recovered during raid
EVD_0658,CASE_0157,Digital Phone Dump,Physical item recovered during raid
EVD_0659,CASE_0082,CCTV Footage,Physical item recovered during raid
EVD_0660,CASE_0230,CCTV Footage,Physical item recovered during raid
EVD_0661,CASE_0228,Digital Phone Dump,Physical item recovered during raid
EVD_0662,CASE_0022,Financial Ledger,Physical item recovered during raid
EVD_0663,CASE_0197,Seized Narcotics,Physical item recovered during raid
EVD_0664,CASE_0014,Digital Phone Dump,Physical item recovered during raid
EVD_0665,CASE_0089,Forged Documents,Physical item recovered during raid
EVD_0666,CASE_0058,Seized Narcotics,Physical item recovered during raid
EVD_0667,CASE_0052,Digital Phone Dump,Physical item recovered during raid
EVD_0668,CASE_0130,Digital Phone Dump,Physical item recovered during raid
EVD_0669,CASE_0111,Forged Documents,Physical item recovered during raid
EVD_0670,CASE_0049,Financial Ledger,Physical item recovered during raid
EVD_0671,CASE_0171,Financial Ledger,Physical item recovered during raid
EVD_0672,CASE_0223,CCTV Footage,Physical item recovered during raid
EVD_0673,CASE_0003,Financial Ledger,Physical item recovered during raid
EVD_0674,CASE_0115,CCTV Footage,Physical item recovered during raid
EVD_0675,CASE_0209,CCTV Footage,Physical item recovered during raid
EVD_0676,CASE_0244,Forged Documents,Physical item recovered during raid
EVD_0677,CASE_0093,Forged Documents,Physical item recovered during raid
EVD_0678,CASE_0026,Forged Documents,Physical item recovered during raid
EVD_0679,CASE_0213,CCTV Footage,Physical item recovered during raid
EVD_0680,CASE_0150,Forged Documents,Physical item recovered during raid
EVD_0681,CASE_0168,Digital Phone Dump,Physical item recovered during raid
EVD_0682,CASE_0024,Digital Phone Dump,Physical item recovered during raid
EVD_0683,CASE_0038,Financial Ledger,Physical item recovered during raid
EVD_0684,CASE_0016,CCTV Footage,Physical item recovered during raid
EVD_0685,CASE_0107,Digital Phone Dump,Physical item recovered during raid
EVD_0686,CASE_0218,CCTV Footage,Physical item recovered during raid
EVD_0687,CASE_0105,CCTV Footage,Physical item recovered during raid
EVD_0688,CASE_0081,Forged Documents,Physical item recovered during raid
EVD_0689,CASE_0075,Digital Phone Dump,Physical item recovered during raid
EVD_0690,CASE_0077,Forged Documents,Physical item recovered during raid
EVD_0691,CASE_0099,Seized Narcotics,Physical item recovered during raid
EVD_0692,CASE_0176,CCTV Footage,Physical item recovered during raid
EVD_0693,CASE_0211,CCTV Footage,Physical item recovered during raid
EVD_0694,CASE_0045,Digital Phone Dump,Physical item recovered during raid
EVD_0695,CASE_0006,CCTV Footage,Physical item recovered during raid
EVD_0696,CASE_0044,Financial Ledger,Physical item recovered during raid
EVD_0697,CASE_0140,Forged Documents,Physical item recovered during raid
EVD_0698,CASE_0046,CCTV Footage,Physical item recovered during raid
EVD_0699,CASE_0154,Financial Ledger,Physical item recovered during raid
EVD_0700,CASE_0102,Forged Documents,Physical item recovered during raid
EVD_0701,CASE_0239,Digital Phone Dump,Physical item recovered during raid
EVD_0702,CASE_0101,Digital Phone Dump,Physical item recovered during raid
EVD_0703,CASE_0020,Forged Documents,Physical item recovered during raid
EVD_0704,CASE_0052,Digital Phone Dump,Physical item recovered during raid
EVD_0705,CASE_0005,CCTV Footage,Physical item recovered during raid
EVD_0706,CASE_0076,Forged Documents,Physical item recovered during raid
EVD_0707,CASE_0011,Seized Narcotics,Physical item recovered during raid
EVD_0708,CASE_0121,Digital Phone Dump,Physical item recovered during raid
EVD_0709,CASE_0191,Forged Documents,Physical item recovered during raid
EVD_0710,CASE_0248,Digital Phone Dump,Physical item recovered during raid
EVD_0711,CASE_0132,Seized Narcotics,Physical item recovered during raid
EVD_0712,CASE_0061,Digital Phone Dump,Physical item recovered during raid
EVD_0713,CASE_0180,Forged Documents,Physical item recovered during raid
EVD_0714,CASE_0080,CCTV Footage,Physical item recovered during raid
EVD_0715,CASE_0013,CCTV Footage,Physical item recovered during raid
EVD_0716,CASE_0212,Financial Ledger,Physical item recovered during raid
EVD_0717,CASE_0201,Forged Documents,Physical item recovered during raid
EVD_0718,CASE_0073,CCTV Footage,Physical item recovered during raid
EVD_0719,CASE_0021,Seized Narcotics,Physical item recovered during raid
EVD_0720,CASE_0111,Digital Phone Dump,Physical item recovered during raid
EVD_0721,CASE_0066,Digital Phone Dump,Physical item recovered during raid
EVD_0722,CASE_0220,Seized Narcotics,Physical item recovered during raid
EVD_0723,CASE_0059,Seized Narcotics,Physical item recovered during raid
EVD_0724,CASE_0016,Seized Narcotics,Physical item recovered during raid
EVD_0725,CASE_0100,Forged Documents,Physical item recovered during raid
EVD_0726,CASE_0061,Forged Documents,Physical item recovered during raid
EVD_0727,CASE_0111,Digital Phone Dump,Physical item recovered during raid
EVD_0728,CASE_0193,Digital Phone Dump,Physical item recovered during raid
EVD_0729,CASE_0135,Financial Ledger,Physical item recovered during raid
EVD_0730,CASE_0093,Financial Ledger,Physical item recovered during raid
EVD_0731,CASE_0079,Seized Narcotics,Physical item recovered during raid
EVD_0732,CASE_0075,Seized Narcotics,Physical item recovered during raid
EVD_0733,CASE_0137,Financial Ledger,Physical item recovered during raid
EVD_0734,CASE_0117,CCTV Footage,Physical item recovered during raid
EVD_0735,CASE_0234,Forged Documents,Physical item recovered during raid
EVD_0736,CASE_0039,Digital Phone Dump,Physical item recovered during raid
EVD_0737,CASE_0230,CCTV Footage,Physical item recovered during raid
EVD_0738,CASE_0091,Seized Narcotics,Physical item recovered during raid
EVD_0739,CASE_0196,Seized Narcotics,Physical item recovered during raid
EVD_0740,CASE_0163,Seized Narcotics,Physical item recovered during raid
EVD_0741,CASE_0131,Financial Ledger,Physical item recovered during raid
EVD_0742,CASE_0135,Forged Documents,Physical item recovered during raid
EVD_0743,CASE_0021,Seized Narcotics,Physical item recovered during raid
EVD_0744,CASE_0098,Forged Documents,Physical item recovered during raid
EVD_0745,CASE_0192,Seized Narcotics,Physical item recovered during raid
EVD_0746,CASE_0190,Seized Narcotics,Physical item recovered during raid
EVD_0747,CASE_0047,Forged Documents,Physical item recovered during raid
EVD_0748,CASE_0229,Seized Narcotics,Physical item recovered during raid
EVD_0749,CASE_0076,Forged Documents,Physical item recovered during raid
