person_id,account_id,account_role
PER_0550,ACC_0306,Benami
PER_0550,ACC_0372,Primary
PER_0551,ACC_0432,Primary
PER_0551,ACC_0244,Benami
PER_0552,ACC_0086,Benami
PER_0553,ACC_0401,Primary
PER_0553,ACC_0041,Primary
PER_0554,ACC_0789,Primary
PER_0555,ACC_0285,Primary
PER_0555,ACC_0532,Primary
PER_0556,ACC_0490,Primary
PER_0556,ACC_0962,Primary
PER_0557,ACC_0051,Primary
PER_0557,ACC_0669,Primary
PER_0558,ACC_0568,Primary
PER_0559,ACC_0836,Benami
PER_0559,ACC_1016,Primary
PER_0560,ACC_0427,Primary
PER_0560,ACC_0742,Benami
PER_0561,ACC_0449,Primary
PER_0561,ACC_0521,Benami
PER_0562,ACC_0879,Primary
PER_0562,ACC_1125,Primary
PER_0563,ACC_0725,Benami
PER_0563,ACC_1053,Primary
PER_0564,ACC_1038,Primary
PER_0564,ACC_0407,Primary
PER_0565,ACC_0724,Primary
PER_0566,ACC_0328,Primary
PER_0566,ACC_0853,Benami
PER_0567,ACC_0614,Primary
PER_0567,ACC_1061,Benami
PER_0568,ACC_0969,Primary
PER_0568,ACC_0748,Benami
PER_0569,ACC_0500,Primary
PER_0569,ACC_0326,Primary
PER_0570,ACC_0516,Primary
PER_0571,ACC_0691,Benami
PER_0571,ACC_1097,Benami
PER_0572,ACC_0654,Primary
PER_0572,ACC_0123,Primary
PER_0573,ACC_1090,Benami
PER_0574,ACC_0339,Benami
PER_0574,ACC_0017,Benami
PER_0575,ACC_0402,Primary
PER_0576,ACC_0916,Primary
PER_0576,ACC_0466,Primary
PER_0577,ACC_0645,Benami
PER_0578,ACC_0010,Primary
PER_0578,ACC_0495,Benami
PER_0579,ACC_0283,Primary
PER_0579,ACC_0687,Primary
PER_0580,ACC_0079,Primary
PER_0580,ACC_0272,Primary
PER_0581,ACC_0704,Primary
PER_0581,ACC_0048,Primary
PER_0582,ACC_0639,Benami
PER_0583,ACC_0133,Benami
PER_0584,ACC_0543,Primary
PER_0584,ACC_0477,Primary
PER_0585,ACC_0386,Primary
PER_0585,ACC_0162,Primary
PER_0586,ACC_0229,Benami
PER_0587,ACC_1180,Benami
PER_0587,ACC_0060,Primary
PER_0588,ACC_0734,Primary
PER_0588,ACC_0379,Primary
PER_0589,ACC_1130,Primary
PER_0590,ACC_0376,Benami
PER_0590,ACC_0705,Benami
PER_0591,ACC_1016,Primary
PER_0591,ACC_0458,Primary
PER_0592,ACC_0714,Primary
PER_0592,ACC_0600,Benami
PER_0593,ACC_0084,Primary
PER_0593,ACC_0166,Primary
PER_0594,ACC_0977,Primary
PER_0595,ACC_0705,Primary
PER_0595,ACC_0733,Primary
PER_0596,ACC_0065,Benami
PER_0596,ACC_0856,Benami
PER_0597,ACC_0852,Primary
PER_0598,ACC_0906,Benami
PER_0599,ACC_0288,Primary
PER_0600,ACC_0975,Primary
PER_0600,ACC_0768,Primary
PER_0601,ACC_0872,Benami
PER_0602,ACC_0356,Primary
PER_0603,ACC_1053,Benami
PER_0604,ACC_1047,Primary
PER_0605,ACC_0804,Benami
PER_0605,ACC_0328,Primary
PER_0606,ACC_0869,Primary
PER_0607,ACC_0884,Benami
PER_0608,ACC_0689,Primary
PER_0609,ACC_1012,Primary
PER_0609,ACC_0122,Benami
PER_0610,ACC_1106,Primary
PER_0610,ACC_0293,Benami
PER_0611,ACC_0903,Primary
PER_0611,ACC_0467,Benami
PER_0612,ACC_0441,Benami
PER_0613,ACC_1088,Primary
PER_0614,ACC_0632,Primary
PER_0615,ACC_0598,Primary
PER_0616,ACC_0298,Primary
PER_0617,ACC_0821,Benami
PER_0618,ACC_0297,Primary
PER_0619,ACC_0220,Benami
PER_0620,ACC_0966,Primary
PER_0621,ACC_0905,Primary
PER_0621,ACC_0776,Primary
PER_0622,ACC_0226,Primary
PER_0623,ACC_0050,Primary
PER_0623,ACC_0585,Benami
PER_0624,ACC_1068,Primary
PER_0625,ACC_0613,Benami
PER_0626,ACC_0461,Primary
PER_0626,ACC_0174,Primary
PER_0627,ACC_1199,Primary
PER_0628,ACC_0220,Primary
PER_0629,ACC_0302,Benami
PER_0629,ACC_1198,Primary
PER_0630,ACC_0260,Primary
PER_0630,ACC_0799,Primary
PER_0631,ACC_0926,Benami
PER_0632,ACC_1043,Benami
PER_0633,ACC_0290,Primary
PER_0633,ACC_0171,Primary
PER_0634,ACC_0469,Benami
PER_0634,ACC_0319,Primary
PER_0635,ACC_0814,Primary
PER_0636,ACC_0660,Primary
PER_0637,ACC_0892,Benami
PER_0637,ACC_0992,Benami
PER_0638,ACC_1157,Primary
PER_0639,ACC_0999,Primary
PER_0639,ACC_0003,Benami
PER_0640,ACC_0765,Primary
PER_0641,ACC_0521,Benami
PER_0642,ACC_0022,Primary
PER_0643,ACC_0013,Benami
PER_0644,ACC_1067,Primary
PER_0644,ACC_0500,Primary
PER_0645,ACC_0437,Primary
PER_0646,ACC_0710,Benami
PER_0646,ACC_0114,Primary
PER_0647,ACC_0927,Benami
PER_0647,ACC_0813,Primary
PER_0648,ACC_0558,Benami
PER_0649,ACC_0560,Primary
PER_0650,ACC_0713,Primary
PER_0650,ACC_0610,Primary
PER_0651,ACC_0492,Primary
PER_0652,ACC_0092,Benami
PER_0653,ACC_1126,Primary
PER_0654,ACC_0354,Benami
PER_0654,ACC_0147,Primary
PER_0655,ACC_0500,Benami
PER_0656,ACC_0124,Primary
PER_0656,ACC_0206,Benami
PER_0657,ACC_0202,Benami
PER_0658,ACC_0741,Primary
PER_0659,ACC_0065,Primary
PER_0660,ACC_0158,Primary
PER_0661,ACC_1072,Primary
PER_0661,ACC_0249,Primary
PER_0662,ACC_0851,Primary
PER_0663,ACC_1101,Primary
PER_0664,ACC_0981,Primary
PER_0665,ACC_0026,Primary
PER_0665,ACC_0955,Primary
PER_0666,ACC_0996,Primary
PER_0666,ACC_0878,Benami
PER_0667,ACC_0725,Benami
PER_0668,ACC_0205,Primary
PER_0668,ACC_0104,Primary
PER_0669,ACC_0234,Benami
PER_0669,ACC_0889,Primary
PER_0670,ACC_1092,Primary
PER_0671,ACC_0214,Benami
PER_0671,ACC_0370,Benami
PER_0672,ACC_0166,Primary
PER_0672,ACC_0226,Primary
PER_0673,ACC_0543,Primary
PER_0674,ACC_0741,Primary
PER_0674,ACC_0532,Primary
PER_0675,ACC_0291,Primary
PER_0675,ACC_0810,Primary
PER_0676,ACC_0382,Primary
PER_0677,ACC_0161,Primary
PER_0677,ACC_0484,Primary
PER_0678,ACC_1027,Primary
PER_0679,ACC_0872,Benami
PER_0680,ACC_0821,Benami
PER_0680,ACC_0219,Primary
PER_0681,ACC_0903,Benami
PER_0681,ACC_1114,Benami
PER_0682,ACC_1013,Primary
PER_0682,ACC_0425,Benami
PER_0683,ACC_0587,Benami
PER_0683,ACC_0096,Benami
PER_0684,ACC_0780,Primary
PER_0684,ACC_0141,Primary
PER_0685,ACC_0361,Primary
PER_0685,ACC_1013,Primary
PER_0686,ACC_0608,Primary
PER_0687,ACC_0147,Primary
PER_0688,ACC_0199,Benami
PER_0688,ACC_0611,Primary
PER_0689,ACC_0381,Primary
PER_0689,ACC_0606,Benami
PER_0690,ACC_1090,Benami
PER_0690,ACC_0864,Primary
PER_0691,ACC_0982,Primary
PER_0691,ACC_0056,Primary
PER_0692,ACC_1104,Primary
PER_0692,ACC_1158,Primary
PER_0693,ACC_0045,Primary
PER_0693,ACC_0444,Primary
PER_0694,ACC_0007,Benami
PER_0695,ACC_0997,Primary
PER_0696,ACC_0823,Primary
PER_0697,ACC_0706,Primary
PER_0698,ACC_0297,Primary
PER_0699,ACC_0344,Primary
PER_0700,ACC_0786,Primary
PER_0701,ACC_0574,Benami
PER_0702,ACC_0103,Primary
PER_0702,ACC_0773,Primary
PER_0703,ACC_0168,Primary
PER_0704,ACC_0263,Primary
PER_0705,ACC_0983,Primary
PER_0705,ACC_0255,Benami
PER_0706,ACC_0915,Primary
PER_0707,ACC_0110,Primary
PER_0707,ACC_0984,Primary
PER_0708,ACC_1181,Primary
PER_0708,ACC_0978,Primary
PER_0709,ACC_0117,Benami
PER_0709,ACC_0647,Primary
PER_0710,ACC_1005,Benami
PER_0711,ACC_1119,Primary
PER_0711,ACC_0839,Primary
PER_0712,ACC_1059,Primary
PER_0712,ACC_0195,Primary
PER_0713,ACC_0020,Primary
PER_0714,ACC_0433,Primary
PER_0714,ACC_0642,Benami
PER_0715,ACC_0410,Benami
PER_0715,ACC_0193,Primary
PER_0716,ACC_0722,Primary
PER_0716,ACC_0919,Primary
PER_0717,ACC_0212,Primary
PER_0717,ACC_0858,Primary
PER_0718,ACC_1000,Primary
PER_0719,ACC_0182,Primary
PER_0720,ACC_1077,Primary
PER_0721,ACC_0803,Primary
PER_0722,ACC_0097,Benami
PER_0723,ACC_0027,Primary
PER_0724,ACC_1012,Benami
PER_0724,ACC_0713,Primary
PER_0725,ACC_0236,Primary
PER_0726,ACC_0864,Primary
PER_0727,ACC_0158,Primary
PER_0728,ACC_0549,Benami
PER_0728,ACC_1185,Primary
PER_0729,ACC_0116,Primary
PER_0729,ACC_0497,Benami
PER_0730,ACC_0606,Primary
PER_0730,ACC_0761,Primary
PER_0731,ACC_0700,Primary
PER_0732,ACC_1123,Primary
PER_0733,ACC_0314,Primary
PER_0734,ACC_0447,Benami
PER_0734,ACC_0316,Primary
PER_0735,ACC_0217,Primary
PER_0735,ACC_0897,Benami
PER_0736,ACC_0661,Primary
PER_0737,ACC_0521,Primary
PER_0738,ACC_0368,Primary
PER_0738,ACC_0218,Primary
PER_0739,ACC_0832,Primary
PER_0740,ACC_1111,Primary
PER_0741,ACC_0734,Benami
PER_0741,ACC_0529,Benami
PER_0742,ACC_0652,Benami
PER_0742,ACC_0479,Primary
PER_0743,ACC_0497,Benami
PER_0744,ACC_0820,Primary
PER_0744,ACC_1068,Primary
PER_0745,ACC_0878,Primary
PER_0746,ACC_0743,Primary
PER_0746,ACC_1187,Benami
PER_0747,ACC_0066,Primary
PER_0747,ACC_1152,Primary
PER_0748,ACC_0221,Primary
PER_0749,ACC_0674,Primary
PER_0750,ACC_0858,Primary
PER_0751,ACC_0137,Primary
PER_0752,ACC_0964,Benami
PER_0753,ACC_0928,Primary
PER_0753,ACC_0059,Benami
PER_0754,ACC_0464,Primary
PER_0754,ACC_0602,Primary
PER_0755,ACC_0626,Benami
PER_0756,ACC_0350,Primary
PER_0757,ACC_0193,Primary
PER_0757,ACC_1076,Primary
PER_0758,ACC_0126,Primary
PER_0759,ACC_0379,Primary
PER_0760,ACC_0641,Primary
PER_0760,ACC_0632,Benami
PER_0761,ACC_0635,Benami
PER_0762,ACC_0608,Primary
PER_0763,ACC_0319,Benami
PER_0763,ACC_0064,Benami
PER_0764,ACC_0015,Primary
PER_0764,ACC_0631,Primary
PER_0765,ACC_0242,Primary
PER_0766,ACC_0134,Primary
PER_0766,ACC_0689,Benami
PER_0767,ACC_0212,Primary
PER_0767,ACC_0633,Benami
PER_0768,ACC_0395,Primary
PER_0769,ACC_0638,Primary
PER_0769,ACC_0275,Primary
PER_0770,ACC_0115,Primary
PER_0771,ACC_0790,Primary
PER_0772,ACC_0056,Primary
PER_0773,ACC_0786,Primary
PER_0773,ACC_0655,Benami
PER_0774,ACC_0073,Primary
PER_0775,ACC_0496,Primary
PER_0776,ACC_0887,Primary
PER_0776,ACC_1195,Primary
PER_0777,ACC_0344,Primary
PER_0778,ACC_0475,Primary
PER_0779,ACC_1165,Benami
PER_0780,ACC_1110,Primary
PER_0781,ACC_0034,Primary
PER_0782,ACC_0626,Benami
PER_0783,ACC_0603,Benami
PER_0784,ACC_0364,Primary
PER_0784,ACC_1050,Benami
PER_0785,ACC_0413,Primary
PER_0786,ACC_0488,Benami
PER_0787,ACC_0760,Primary
PER_0787,ACC_0210,Primary
PER_0788,ACC_0894,Primary
PER_0788,ACC_0522,Primary
PER_0789,ACC_0590,Benami
PER_0789,ACC_0360,Primary
PER_0790,ACC_0786,Primary
PER_0791,ACC_1136,Primary
PER_0792,ACC_0922,Benami
PER_0793,ACC_0045,Primary
PER_0793,ACC_1183,Benami
PER_0794,ACC_0558,Primary
PER_0794,ACC_0983,Primary
PER_0795,ACC_1166,Primary
PER_0796,ACC_0581,Benami
PER_0796,ACC_0670,Primary
PER_0797,ACC_0830,Benami
PER_0797,ACC_0673,Primary
PER_0798,ACC_0010,Benami
PER_0799,ACC_0562,Primary
PER_0799,ACC_0280,Primary
PER_0800,ACC_0563,Primary
PER_0801,ACC_0773,Primary
PER_0801,ACC_1058,Primary
PER_0802,ACC_0936,Primary
PER_0802,ACC_0034,Benami
PER_0803,ACC_0888,Primary
PER_0804,ACC_0535,Primary
PER_0805,ACC_0166,Benami
PER_0806,ACC_1073,Benami
PER_0807,ACC_0211,Primary
PER_0807,ACC_0690,Primary
PER_0808,ACC_0886,Benami
PER_0808,ACC_0668,Primary
PER_0809,ACC_0041,Primary
PER_0809,ACC_0197,Primary
PER_0810,ACC_1153,Benami
PER_0810,ACC_0371,Primary
PER_0811,ACC_0891,Primary
PER_0811,ACC_1179,Benami
PER_0812,ACC_0664,Primary
PER_0812,ACC_0035,Primary
PER_0813,ACC_1181,Primary
PER_0813,ACC_0470,Primary
PER_0814,ACC_0542,Primary
PER_0815,ACC_0148,Primary
PER_0815,ACC_0966,Primary
PER_0816,ACC_0679,Primary
PER_0817,ACC_0616,Primary
PER_0818,ACC_0677,Benami
PER_0819,ACC_1104,Primary
PER_0820,ACC_0877,Primary
PER_0820,ACC_0354,Primary
PER_0821,ACC_1054,Primary
PER_0821,ACC_0147,Primary
PER_0822,ACC_1060,Primary
PER_0823,ACC_0834,Primary
PER_0824,ACC_0790,Benami
PER_0825,ACC_0453,Primary
PER_0825,ACC_0039,Benami
PER_0826,ACC_0290,Primary
PER_0827,ACC_0683,Primary
PER_0827,ACC_0173,Primary
PER_0828,ACC_0004,Primary
PER_0829,ACC_0302,Primary
PER_0829,ACC_1003,Primary
PER_0830,ACC_0100,Primary
PER_0830,ACC_0443,Primary
PER_0831,ACC_0398,Primary
PER_0832,ACC_0520,Primary
PER_0833,ACC_0433,Primary
PER_0833,ACC_0529,Primary
PER_0834,ACC_0501,Benami
PER_0834,ACC_0477,Benami
PER_0835,ACC_0402,Benami
PER_0836,ACC_0864,Primary
PER_0836,ACC_0182,Primary
PER_0837,ACC_0919,Primary
PER_0838,ACC_0915,Primary
PER_0839,ACC_0945,Primary
PER_0839,ACC_0946,Benami
PER_0840,ACC_0279,Benami
PER_0840,ACC_0795,Primary
PER_0841,ACC_0085,Primary
PER_0841,ACC_1044,Primary
PER_0842,ACC_1016,Primary
PER_0842,ACC_0543,Primary
PER_0843,ACC_0559,Primary
PER_0843,ACC_0588,Primary
PER_0844,ACC_0284,Primary
PER_0844,ACC_0726,Primary
PER_0845,ACC_0520,Primary
PER_0845,ACC_0057,Primary
PER_0846,ACC_0798,Primary
PER_0846,ACC_0954,Primary
PER_0847,ACC_0544,Primary
PER_0848,ACC_0984,Primary
PER_0849,ACC_0165,Primary
PER_0849,ACC_0632,Primary
PER_0850,ACC_0181,Primary
PER_0850,ACC_0156,Primary
PER_0851,ACC_0426,Benami
PER_0852,ACC_0067,Primary
PER_0853,ACC_1170,Primary
PER_0854,ACC_0838,Primary
PER_0855,ACC_1037,Benami
PER_0855,ACC_0308,Benami
PER_0856,ACC_0704,Primary
PER_0856,ACC_0501,Primary
PER_0857,ACC_0866,Benami
PER_0857,ACC_0749,Primary
PER_0858,ACC_0267,Primary
PER_0859,ACC_0066,Primary
PER_0859,ACC_0028,Benami
PER_0860,ACC_0060,Primary
PER_0860,ACC_1169,Benami
PER_0861,ACC_0631,Primary
PER_0862,ACC_0864,Benami
PER_0862,ACC_0160,Primary
PER_0863,ACC_0644,Benami
PER_0863,ACC_0165,Benami
PER_0864,ACC_1029,Primary
PER_0864,ACC_0441,Primary
PER_0865,ACC_0823,Benami
PER_0865,ACC_0874,Primary
PER_0866,ACC_0919,Primary
PER_0866,ACC_0871,Primary
PER_0867,ACC_1047,Primary
PER_0867,ACC_0998,Benami
PER_0868,ACC_1196,Primary
PER_0868,ACC_0843,Primary
PER_0869,ACC_1122,Primary
PER_0869,ACC_0302,Benami
PER_0870,ACC_0273,Primary
PER_0870,ACC_0756,Primary
PER_0871,ACC_0035,Primary
PER_0871,ACC_1079,Benami
PER_0872,ACC_0477,Primary
PER_0873,ACC_0370,Primary
PER_0874,ACC_1017,Primary
PER_0875,ACC_0036,Benami
PER_0875,ACC_0647,Primary
PER_0876,ACC_1096,Primary
PER_0877,ACC_0138,Benami
PER_0878,ACC_0138,Primary
PER_0878,ACC_0443,Primary
PER_0879,ACC_0067,Primary
PER_0879,ACC_0632,Primary
PER_0880,ACC_0437,Primary
PER_0881,ACC_0519,Primary
PER_0882,ACC_0344,Primary
PER_0882,ACC_0535,Primary
PER_0883,ACC_0006,Benami
PER_0884,ACC_0578,Benami
PER_0884,ACC_0212,Primary
PER_0885,ACC_0463,Primary
PER_0886,ACC_0463,Primary
PER_0886,ACC_0732,Primary
PER_0887,ACC_0848,Primary
PER_0887,ACC_0636,Primary
PER_0888,ACC_0620,Benami
PER_0888,ACC_0196,Primary
PER_0889,ACC_0157,Primary
PER_0889,ACC_1036,Benami
PER_0890,ACC_1053,Benami
PER_0890,ACC_0766,Primary
PER_0891,ACC_0652,Primary
PER_0891,ACC_1095,Primary
PER_0892,ACC_0344,Primary
PER_0892,ACC_0244,Primary
PER_0893,ACC_0119,Primary
PER_0893,ACC_1183,Primary
PER_0894,ACC_0350,Primary
PER_0895,ACC_0677,Primary
PER_0895,ACC_0740,Primary
PER_0896,ACC_0772,Primary
PER_0897,ACC_0441,Primary
PER_0898,ACC_0452,Primary
PER_0899,ACC_1122,Primary
PER_0900,ACC_0114,Primary
PER_0901,ACC_0529,Primary
PER_0902,ACC_0531,Benami
PER_0903,ACC_0639,Primary
PER_0904,ACC_0758,Primary
PER_0905,ACC_0107,Primary
PER_0906,ACC_0356,Benami
PER_0907,ACC_0317,Primary
PER_0907,ACC_0968,Benami
PER_0908,ACC_0606,Primary
PER_0909,ACC_0403,Benami
PER_0910,ACC_0730,Benami
PER_0910,ACC_0743,Benami
PER_0911,ACC_0657,Benami
PER_0912,ACC_0121,Primary
PER_0913,ACC_0022,Primary
PER_0913,ACC_0922,Benami
PER_0914,ACC_0098,Primary
PER_0915,ACC_0739,Primary
PER_0915,ACC_1125,Primary
PER_0916,ACC_0936,Primary
PER_0916,ACC_0834,Primary
PER_0917,ACC_0626,Primary
PER_0918,ACC_0246,Primary
PER_0918,ACC_1144,Benami
PER_0919,ACC_0290,Primary
PER_0920,ACC_0699,Benami
PER_0920,ACC_0313,Primary
PER_0921,ACC_0211,Benami
PER_0922,ACC_0784,Primary
PER_0923,ACC_0192,Benami
PER_0923,ACC_0036,Primary
PER_0924,ACC_0328,Primary
PER_0925,ACC_0253,Primary
PER_0926,ACC_0855,Primary
PER_0927,ACC_0312,Primary
PER_0928,ACC_0729,Benami
PER_0928,ACC_0824,Primary
PER_0929,ACC_0300,Primary
PER_0929,ACC_0063,Primary
PER_0930,ACC_1174,Primary
PER_0930,ACC_0177,Benami
PER_0931,ACC_0285,Primary
PER_0932,ACC_1009,Primary
PER_0932,ACC_0266,Primary
PER_0933,ACC_0101,Benami
PER_0933,ACC_0413,Benami
PER_0934,ACC_0548,Primary
PER_0934,ACC_1145,Primary
PER_0935,ACC_0521,Primary
PER_0936,ACC_0251,Primary
PER_0936,ACC_0297,Benami
PER_0937,ACC_0382,Primary
PER_0937,ACC_0092,Primary
PER_0938,ACC_0302,Primary
PER_0939,ACC_0033,Benami
PER_0939,ACC_0779,Primary
PER_0940,ACC_0373,Benami
PER_0941,ACC_0735,Primary
PER_0941,ACC_0616,Benami
PER_0942,ACC_0699,Primary
PER_0942,ACC_0086,Benami
PER_0943,ACC_1030,Primary
PER_0944,ACC_0893,Primary
PER_0944,ACC_0804,Benami
PER_0945,ACC_0193,Primary
PER_0946,ACC_0726,Primary
PER_0946,ACC_0884,Benami
PER_0947,ACC_1088,Primary
PER_0947,ACC_1042,Primary
PER_0948,ACC_0712,Primary
PER_0948,ACC_0872,Primary
PER_0949,ACC_0152,Benami
PER_0950,ACC_0854,Primary
PER_0951,ACC_0048,Primary
PER_0952,ACC_0397,Primary
PER_0953,ACC_0573,Primary
PER_0954,ACC_0916,Primary
PER_0954,ACC_0164,Primary
PER_0955,ACC_1043,Benami
PER_0956,ACC_0249,Primary
PER_0956,ACC_0526,Primary
PER_0957,ACC_0504,Benami
PER_0957,ACC_1148,Primary
PER_0958,ACC_0631,Primary
PER_0958,ACC_0151,Primary
PER_0959,ACC_0942,Primary
PER_0959,ACC_1154,Primary
PER_0960,ACC_0631,Primary
PER_0961,ACC_0735,Primary
PER_0962,ACC_0972,Primary
PER_0962,ACC_0441,Primary
PER_0963,ACC_0453,Primary
PER_0963,ACC_0259,Primary
PER_0964,ACC_1140,Benami
PER_0965,ACC_1083,Primary
PER_0965,ACC_0848,Primary
PER_0966,ACC_0342,Primary
PER_0967,ACC_0326,Primary
PER_0968,ACC_1099,Primary
PER_0969,ACC_1080,Benami
PER_0970,ACC_0765,Benami
PER_0971,ACC_1045,Primary
PER_0971,ACC_1054,Primary
PER_0972,ACC_0866,Primary
PER_0972,ACC_0994,Primary
PER_0973,ACC_0818,Benami
PER_0974,ACC_0983,Primary
PER_0975,ACC_1177,Primary
PER_0975,ACC_0667,Primary
PER_0976,ACC_0163,Benami
PER_0977,ACC_0167,Primary
PER_0978,ACC_0706,Primary
PER_0978,ACC_0676,Benami
PER_0979,ACC_0563,Primary
PER_0979,ACC_1101,Primary
PER_0980,ACC_0132,Primary
PER_0981,ACC_1079,Primary
PER_0981,ACC_0791,Primary
PER_0982,ACC_0878,Primary
PER_0983,ACC_0242,Primary
PER_0984,ACC_0870,Primary
PER_0984,ACC_0527,Benami
PER_0985,ACC_0729,Benami
PER_0985,ACC_0652,Primary
PER_0986,ACC_0637,Primary
PER_0986,ACC_0229,Primary
PER_0987,ACC_0487,Primary
PER_0987,ACC_0017,Benami
PER_0988,ACC_0719,Primary
PER_0989,ACC_0125,Primary
PER_0990,ACC_0393,Benami
PER_0990,ACC_0078,Primary
PER_0991,ACC_0318,Primary
PER_0991,ACC_0354,Benami
PER_0992,ACC_1109,Primary
PER_0992,ACC_0441,Primary
PER_0993,ACC_0983,Primary
PER_0994,ACC_1163,Primary
PER_0995,ACC_0893,Primary
PER_0995,ACC_0101,Primary
PER_0996,ACC_0563,Benami
PER_0997,ACC_0403,Primary
PER_0998,ACC_0148,Primary
PER_0999,ACC_0449,Primary
PER_0999,ACC_0899,Primary
PER_1000,ACC_0820,Benami
PER_1000,ACC_0996,Primary
